#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
20703,Redmine,Defect,NA,Closed,Normal,ldap filter can`t contain non-english characters,Alexander Ryabinovskiy,NA,2015-12-23T16:13:00Z,LDAP,NA,NA,NA,NA,0,2015-09-09T15:06:00Z,2015-12-23T16:13:00Z,関連している #13728,NA,3.1.0,"I can`t save LDAP filter with non-english (russian) characters, because validation fails. But our AD groups contains it. For example:

Filter: (&(objectClass=user)(memberOf=CN=Программисты,OU=All groups,DC=organization,DC=local))"
20730,Redmine,Defect,NA,Closed,Normal,Fix tokenization of phrases with non-ascii chars,Jens Kr?mer,Jean-Philippe Lang,2015-10-09T09:37:00Z,Search engine,3.0.6,NA,NA,NA,0,2015-09-13T05:56:00Z,2015-10-09T09:37:00Z,NA,Fixed,NA,"\w only matches ASCII characters, we should either use @[:alnum:]@ instead or simply match all non-@""@ characters for the phrase. Test case included.
"
20736,Redmine,Defect,NA,Closed,Normal,production configuration not read from database.yml,Miroslav Za?ko,NA,2015-09-14T02:57:00Z,NA,NA,NA,NA,NA,0,2015-09-13T18:00:00Z,2015-09-14T02:57:00Z,NA,Invalid,3.1.0,"I have strange problem with configuration of 3.1-stable in file database.yml there are 3 exactly same configurations: production,development & test
If I print out content of database_config after read from file in <redmineroot>/Gemfile, there are test & development configurations read from config/database.yml nothing for production.
{""production""=>nil, ""development""=>{""adapter""=>""postgresql"", ""database""=>""redmine_dev"", ""host""=>""localhost"", ""username""=>""redmine"", ""password""=>""redmine""}, ""test""=>{""adapter""=>""postgresql"", ""database""=>""redmine_test"", ""host""=>""localhost"", ""username""=>""redmine"", ""password""=>""redmine""}}

I'm trying to run
<pre>
bundle install --without development test
</pre>"
20761,Redmine,Defect,NA,Closed,Normal,Fix typo of Japanese translation for notice_gantt_chart_truncated,Go MAEDA,NA,2015-09-16T12:57:00Z,Translations,2.6.7,NA,NA,NA,0,2015-09-16T11:32:00Z,2015-09-16T12:57:00Z,NA,Fixed,NA,"There is a typo in Japanse translation for notice_gantt_chart_truncated.
""超えたたため"" must be ""超えたため"" (it has extra ""た"").

<pre><code class=""diff"">
Index: config/locales/ja.yml
===================================================================
--- config/locales/ja.yml	(revision 14597)
+++ config/locales/ja.yml	(working copy)
@@ -194,7 +194,7 @@
   notice_unable_delete_version: バージョンを削除できません
   notice_unable_delete_time_entry: 作業時間を削除できません
   notice_issue_done_ratios_updated: チケットの進捗率を更新しました。
-  notice_gantt_chart_truncated: ガントチャートは、最大表示項目数(%{max})を超えたたため切り捨てられました。
+  notice_gantt_chart_truncated: ガントチャートは、最大表示項目数(%{max})を超えたため切り捨てられました。

   error_can_t_load_default_data: ""デフォルト設定がロードできませんでした: %{value}""
   error_scm_not_found: リポジトリに、エントリ/リビジョンが存在しません。
</pre>"
20769,Redmine,Defect,NA,New,Normal,Issues with formatting of == (equality operator),Mehmet Soyturk,NA,2015-10-16T12:41:00Z,Text formatting,NA,NA,NA,NA,0,2015-09-17T11:03:00Z,NA,NA,NA,NA,"This operator might have special meaning in textile, but I didn't not find it in the documents. When I input this as plain textile text or as inline code (betwee @ characters), sometimes it disappears.

This is annoying, because = = is the equality operator in many programming languages.

I will paste this text below:
<pre>
@x == y && a == b@
@x == y && a == b@

== abc ==

=== abc ===

= abc =

x == y & a == b

x == y

a == b

@x == y && a == b@
@x == y && a == b@
</pre>

After pasting:

@x == y && a == b@
@x == y && a == b@

== abc ==

=== abc ===

= abc =

x == y & a == b

x == y

a == b

@x == y && a == b@
@x == y && a == b@"
20775,Redmine,Defect,NA,Closed,Normal,redmine_plugins_importer,欣洋 曹,NA,2015-09-18T06:20:00Z,NA,NA,NA,NA,NA,0,2015-09-18T04:39:00Z,2015-09-18T06:20:00Z,NA,Invalid,3.1.0,"When I install redmine_importer plug-in, hint I mistake, everybody to help me take a look at how to solve this problem, thanks"
20776,Redmine,Defect,NA,Closed,High,Redmine in a sub-URI does not work,Anton Wiedermann,NA,2015-09-18T14:12:00Z,NA,NA,NA,NA,NA,0,2015-09-18T09:17:00Z,2015-09-18T09:54:00Z,NA,Invalid,3.1.0,"I'm trying to run Redmine 3.1-stable on an Apache httpd together with some other apps to support the development. To make tools comfortably accessible I want all of them to run on the same port 80. VirtualHost running passenger runs on port 3000 without any problems, and I can work with Redmine there. I have httpd proxy defined for @/redmine@ and that works fine but even after defining @Redmine::Utils::relative_url_root = ""/redmine""@ Redmine does not work correctly. Resources load fine (css, js) but links inside application are not prefixed.

I tried several approaches and (desperately) their combinations from [[HowTo Install Redmine in a sub-URI]] but nothing works. There are other resources referenced from the page which I tried as well without any success. I have also searched for issues on redmine.org and tried few things/patches from there and still no luck.

{{collapse(version information)
<pre>
  Redmine version          3.1.0.stable.14601
  Ruby version             2.2.3-p173 (2015-08-18) [x86_64-linux]
  Rails version            4.2.4
  Database adapter         Mysql2
</pre>
}}

There are many discussions around this but all seem to be several years old so either I'm missing something or this is bug reintroduced?"
20777,Redmine,Defect,NA,Closed,Normal,Add button not working with Internet Explorer,Philip Parsons,NA,2015-10-25T12:13:00Z,UI,NA,NA,NA,NA,0,2015-09-18T12:36:00Z,2015-09-18T13:34:00Z,次のチケットと重複 #20380,Duplicate,3.1.0,"Trying to add new members to a project or add new watchers to an issue.  Nothing happens when I click the add button.  Other buttons (cancel etc) work fine.

Redmine 3.1.0stable, IE9."
20779,Redmine,Defect,NA,Closed,Normal,git exited with non-zero status: 128,[ Desperados ],NA,2015-10-17T09:57:00Z,SCM,NA,NA,NA,NA,0,2015-09-18T21:42:00Z,2015-10-17T09:57:00Z,NA,Invalid,2.6.6,"I noticed this error in yesterday, but I don't know since I have it
however, the problem is that some repositories are not updated, others are ok
I tried to update from 2.6.5 to 2.6.6 but nothing changes

my about:

<pre>Environment:
  Redmine version                2.6.6.stable
  Ruby version                   1.9.3-p484 (2013-11-22) [x86_64-linux]
  Rails version                  3.2.22
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.8
  Git                            1.9.1
  Filesystem
Redmine plugins:
  redmine_charts2                0.2.1
  redmine_code_review            0.6.3
  redmine_contacts               3.4.4
  redmine_custom_css             0.1.4
  redmine_jstoolbar_ext          0.2.0
  redmine_jstoolbar_ext_coderay  0.1.0
  redmine_jstoolbar_ext_images   0.1.0
  redmine_lightbox2              0.1.3
  redmine_people                 0.1.8
  redmine_release_notes          1.3.1
  redmine_wiki_extensions        0.6.5</pre>

and some parts of production.log:

<pre>Started GET ""/projects/bbox/repository"" for 192.168.10.196 at 2015-09-18 21:40:59 +0200
Processing by RepositoriesController#show as HTML
  Parameters: {""id""=>""bbox""}
  Setting Load (0.2ms)  SELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'session_lifetime' LIMIT 1
  Setting Load (0.2ms)  SELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'session_timeout' LIMIT 1
   (0.2ms)  SELECT MAX(`settings`.`updated_on`) AS max_id FROM `settings`
  User Load (0.3ms)  SELECT `users`.* FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND `users`.`id` = 19 LIMIT 1
  Current user: mauro (id=19)
   (0.1ms)  SELECT MAX(`contacts_settings`.`updated_on`) AS max_id FROM `contacts_settings`
  Setting Load (0.1ms)  SELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'force_default_language_for_loggedin' LIMIT 1
  Project Load (0.1ms)  SELECT `projects`.* FROM `projects` WHERE `projects`.`identifier` = 'bbox' LIMIT 1
  Repository Load (0.1ms)  SELECT `repositories`.* FROM `repositories` WHERE `repositories`.`project_id` = 1 AND (is_default = 1) LIMIT 1
Shelling out: 'git' --version --no-color
Shelling out: 'git' '--git-dir' '/srv/git/bbox.git' '-c' 'core.quotepath=false' '-c' 'log.decorate=no' 'branch' '--no-color' '--verbose' '--no-abbrev'
  SQL (0.1ms)  SELECT `enabled_modules`.`name` FROM `enabled_modules` WHERE `enabled_modules`.`project_id` = 1
  Setting Load (0.1ms)  SELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'autofetch_changesets' LIMIT 1
   (0.1ms)  SELECT COUNT(*) FROM `changesets` WHERE `changesets`.`repository_id` = 32
Shelling out: 'git' '--git-dir' '/srv/git/bbox.git' '-c' 'core.quotepath=false' '-c' 'log.decorate=no' 'log' '--no-color' '--encoding=UTF-8' '--raw' '--date=iso' '--pretty=fuller' '--parents' '--stdin' '--reverse'
git log error: git exited with non-zero status: 128</pre>"
20788,Redmine,Defect,NA,New,Low,REST API with JSON content missing some keys,邵 岸,NA,2016-03-28T08:16:00Z,REST API,Candidate for next minor release,NA,NA,NA,0,2015-09-21T05:46:00Z,NA,NA,NA,2.6.7,"if an issue IS NOT private，using ""GET /issues/<this_issue_id>.xml"" can get ""<is_private>false</is_private>"" in the response;but if using ""GET /issues/<this_issue_id>.json"", there is no ""is_private"" key fonud in the response.

and the similar:
if a project IS NOT public，using ""GET /projects/<this_project_id>.xml"" can get ""<is_public>false</is_public>"" in the response;but if using ""GET /issues/<this_project_id>.json"", there is no ""is_public"" key fonud in the response.


Environment:
  Redmine version                2.6.6.stable
  Ruby version                   2.0.0-p645 (2015-04-13) [x86_64-linux]
  Rails version                  3.2.22
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.10
  Filesystem                     
Redmine plugins:
  redmine_cas                    1.2.1"
20793,Redmine,Defect,NA,Closed,Normal,Perl authentication is not working,Daniel M?ller,NA,2015-10-19T12:29:00Z,NA,NA,NA,NA,NA,0,2015-09-21T10:36:00Z,2015-10-16T06:41:00Z,NA,Invalid,3.1.1,"I was able to install Redmine 3.1.0 on an Ubuntu server (15.04). Now, I want to integrate hgweb (Mercurial). the configuration of Apache is easy:
<pre>
        PerlLoadModule Apache::Redmine
        ScriptAlias /hg  ""/var/www/html/hg/hgweb.cgi""
        <Location /hg >
            AuthType Basic
            AuthName ""Redmine Mercurial Repository""
            AuthUserFile /dev/null
            Require valid-user
            #Redmine auth
            PerlAccessHandler Apache::Authn::Redmine::access_handler
            PerlAuthenHandler Apache::Authn::Redmine::authen_handler
            RedmineDSN ""DBI:mysql:database=redmine;host=localhost""
            RedmineDbUser ""redmine""
            RedmineDbPass ""redmine""
            #RedmineCacheCredsMax 10
        </Location>
</pre>
hgweb is working well if I comment out the redmine auth parts. If I try to authenticate with redmine I always get an _401 Unauthorized_ message.
Apache error.log:
<pre>
[Wed Sep 16 17:23:47.447109 2015] [auth_basic:error] [pid 14574:tid 139847437932288] [client x.x.x.x:45706] AH01618: user transporter not found: /hg/
[Wed Sep 16 17:23:53.075982 2015] [auth_basic:error] [pid 14574:tid 139847446324992] [client x.x.x.x:45712] AH01618: user transporter not found: /hg/
[Wed Sep 16 17:23:57.296066 2015] [auth_basic:error] [pid 14574:tid 139847356380928] [client x.x.x.x:45712] AH01618: user transporter not found: /hg/
[Wed Sep 16 17:24:01.422917 2015] [auth_basic:error] [pid 14574:tid 139847347988224] [client x.x.x.x:45712] AH01618: user transporter not found: /hg/
</pre>

I can login into my redmine installation with the used username and password, but it's not working over the pearl module.

I also checked a test directory with simple html files <pre>Alias /test/ ""/var/www/html/test/""
<Directory "" /var/www/html/test/"">
    Order allow,deny
    Allow from all
    Require all granted
</Directory>
<Location /test >
    AuthType Basic
    AuthName ""Redmine Test Portal""
    AuthUserFile /dev/null
    Require valid-user
    PerlAccessHandler Apache::Authn::Redmine::access_handler
    PerlAuthenHandler Apache::Authn::Redmine::authen_handler
    RedmineDSN ""DBI:mysql:database=redmine;host=localhost""
    RedmineDbUser ""redmine""
    RedmineDbPass ""redmine""
    #RedmineCacheCredsMax 10
</Location>
</pre>


<pre>Environment:
  Redmine version                3.1.1.stable
  Ruby version                   2.2.1-p85 (2015-02-26) [x86_64-linux]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.10
  Mercurial                      3.1.2
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  no plugin installed</pre>

See: message#48315"
20799,Redmine,Defect,NA,Needs feedback,Normal,Incorrect language when set to Portuguese Brazilian,Fernando Possebon,NA,2015-10-20T04:13:00Z,I18n,NA,NA,NA,NA,0,2015-09-21T17:53:00Z,NA,NA,NA,3.1.1,"I'm using the Redmine 3.1.1 version and when I set the default language or the user language preference to Portuguese Brazilian, the Redmine loads the Portuguese language.

I looked at database on settings table, to check if the information was written correct there, and there is stored the value pt-BR.

I looked at config/locales folders and there is a pt-BR.yml file there, with all values.

I did a test: renamed the pt.yml (Portuguese Portugal) and restarted the Redmine application. After the rename, Redmine starts in English. 

That's means that even the language is set to pt-BR, Redmine looks for the pt.yml file."
20809,Redmine,Defect,NA,Closed,Normal,database definition,christina ba,NA,2015-09-27T13:41:00Z,Database,NA,NA,NA,NA,0,2015-09-22T17:44:00Z,2015-09-27T13:41:00Z,NA,Invalid,3.0.3,where may i find some database documentation and data definition for redmine?
20811,Redmine,Defect,NA,Closed,Normal,long <pre> lines are missing from PDF export of wiki pages,Simon Deziel,NA,2015-11-07T14:09:00Z,PDF export,2.6.8,NA,NA,NA,0,2015-09-22T18:41:00Z,2015-11-07T14:09:00Z,NA,Fixed,3.1.1,"Put the following pre block in a wiki page:

<pre>
mkdir -m 0700 ~root/.ssh
cat << EOF >> ~root/.ssh/authorized_keys
ssh-rsa AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= jdoe@example.com
EOF
</pre>

Export it as a PDF and notice it skipped the ""AAAA... jdoe@example.com"" part leaving only this:

<pre>
mkdir -m 0700 ~root/.ssh
cat << EOF >> ~root/.ssh/authorized_keys
ssh-rsa



EOF
</pre>

The ssh-rsa key is a 4096 bit one so it results in a long string of 739 chars total."
20826,Redmine,Defect,NA,Closed,Normal,redmine for mysql error,欣洋 曹,NA,2015-09-25T03:50:00Z,NA,NA,NA,NA,NA,0,2015-09-24T04:28:00Z,2015-09-24T11:01:00Z,NA,Invalid,NA,"I reinstalled mysql and mysql2, mysql - client database is created, but once I start redmine error, the question is what meaning, for help."
20831,Redmine,Defect,NA,Closed,Normal,journal_details table reverted value and old_value back to String on update from 2.6.0 to 3.1.1,John Janus,NA,2016-01-12T13:01:00Z,Database,NA,NA,NA,NA,0,2015-09-24T16:00:00Z,2015-10-22T07:14:00Z,"関連している #15483, 次のチケットが重複 #23741",Invalid,3.1.1,"I recently upgraded our redmine installation from 2.6.0 to 3.1.1.
Since then it has not been possible to edit descriptions.
The log shows the following error:

Mysql2::Error: Data too long for column 'value' at row 1: INSERT INTO `journal_details` (`property`, `prop_key`, `old_value`, `value`, `journal_id`) VALUES ('attr', 'description', '<long description here>',2068)
The same error message appears for old_value.

I found Defect #15483, which describes a similar problem.
A quick check in the database shows, that the type for old_value and value is indeed varchar(255).
BUT in the database for the 2.6.0 version, those columns had varchar(255) as type as well, though editing a description was possible there.

Version 2.6.0 was installed without prior data on a windows server with the bitnami stack (mysql as database).
3.1.1 was installed on a linux server with mariadb 10.0.20. the database was dumped from the windows mysql server and read into the mariadb without problems.
"
20859,Redmine,Defect,NA,Closed,Normal,bundle install fails on redmine 3.1.1 on Amazon EC2 linux,ikuru k,NA,2015-09-30T22:29:00Z,Ruby support,NA,NA,NA,NA,0,2015-09-26T16:43:00Z,2015-09-30T22:29:00Z,NA,Invalid,3.1.1,"So I was trying to install redmine on a AMazon EC2 instance, and noticed that bundle install threw an error.

Had to
@$ sudo gem install io-console@
to resolve the issue. ANd everything was fine afterwards.

First time even touching ruby and rails,
but this should be listed on the Gemfile if it is a pre-requisite, right?"
20871,Redmine,Defect,NA,New,Low,"CHROME, Using Scroll Wheel for Multi-select List Custom Fields is not User-Friendly",James H,NA,2015-09-28T22:41:00Z,UI,NA,NA,NA,NA,0,2015-09-28T22:41:00Z,NA,NA,NA,3.0.3,"h2. General Background:

I have created several custom fields that are of the ""List"" type. I have enabled multiple selections for them and so when I use them in an issue, they look like a scroll-able box with a list of options.
The box does not behave in a user-friendly way when using Chrome. This applies to Chrome Browser only, Firefox and IE seems to be okay...

h2. Problem Description:

The box itself shows 4 options at a time with a vertical scrollbar to the right. When there are a lot more than 4 available options, you are required to scroll through the list.
Currently, when you *click on the scrollbar arrows* (up or down) it scrolls through about *2 lines at a time*. This is okay.
On the other hand, when you use the *mousewheel* to scroll through the list, it looks like it scrolls through about *6 lines at a time*. This is NOT OKAY because it tends to completely skip through 2 of the options and I never see them until I click on the arrows to scroll.

On other browsers, the scrollwheel scrolls through 3 lines at a time (the normal default for mouse wheel) as expected, which is Okay."
20879,Redmine,Defect,NA,Closed,Normal,Database slowdowns without indexes,Sean Hagen,NA,2015-09-30T00:35:00Z,Database,NA,NA,NA,NA,0,2015-09-29T21:51:00Z,2015-09-30T00:34:00Z,NA,Invalid,2.5.2,"We're using Redmine for our internal issue tracking system.

Yesterday the site started to get super slow, until it just stopped responding. The CPU on the server was pegged at 100%, and eventually the server would run out of memory and crash.

I created an index on 'enabled_modules' 

<pre>create index em_name on enabled_modules (name(255));</pre>

 and on 'issue_reads' 

<pre>create index ir_issues_users on issue_reads (issue_id,user_id);</pre>

Now the same query that was killing the server completes in 1.3 seconds.

I also noticed that the query joins the same table (issue_reads) twice, once with a LEFT OUTER JOIN and once with a LEFT JOIN -- each time with the exact same ON conditions. Not sure if that's intentional.

I've attached the MySQL describe output from before the indexes and after.

Redmine version: v2.5.2
MySQL version ( mysql --version ): Ver 14.14 Distrib 5.1.73, for redhat-linux-gnu (x86_64) using readline 5.1
"
20882,Redmine,Defect,NA,Closed,Normal,% done: progress bar blocked at 80 in the issue list,J?r?me BATAILLE,Jean-Philippe Lang,2016-04-04T14:38:00Z,UI,3.3.0,NA,NA,NA,0,2015-09-30T17:46:00Z,2016-04-03T13:54:00Z,NA,Fixed,NA,"It's because of a css right padding in /public/stylesheets/rtl.css :

<pre><code class=""css"">
/***** Tables *****/
table.list td {padding-left:0px; padding-right:10px;}
</code></pre>

A fix :
<pre><code class=""css"">
table.list table.progress td {
	padding-right:0px;
}
</code></pre>


"
20900,Redmine,Defect,NA,Closed,Normal,Email not truncated when use deleted,Ivan Yiu,NA,2017-09-21T15:29:00Z,Accounts / authentication,NA,NA,NA,NA,0,2015-10-05T04:16:00Z,2017-09-21T15:29:00Z,NA,Invalid,NA,"I have some user deleted before. Try to create user with previously entered user's email and got the error ""Email has already been taken"".

Checked that the email_addresses table still have the old mail and id info. but the ID is already deleted from the users table."
20908,Redmine,Defect,NA,Closed,Normal,rails dependency is too strict,Antonio Terceiro,NA,2015-10-06T01:24:00Z,NA,NA,NA,NA,NA,0,2015-10-05T22:27:00Z,2015-10-06T01:24:00Z,NA,Wont fix,3.1.1,"I maintain Redmine in Debian. Currently the Gemfile specifies a specific rails version, instead of a minimum required version. This makes it really hard to maintain packages. Please consider the attached patch, which specifies a minimum required version (4.2.4), but will also work with anything newer than that."
20910,Redmine,Defect,NA,New,Normal,Wiki HTML export bugs,Serguei Tarassov,NA,2015-10-06T12:15:00Z,Wiki,NA,NA,NA,NA,0,2015-10-06T12:13:00Z,NA,関連している #550,NA,2.4.2,"When exporting HTM from Wiki (from index page) the resulting document has following errors :
* TOC items hierarchy is not supported, only one-level list is exported
* images links are incomplete with ""/redmine/xxx"". Full path to images is expected to see them."
20915,Redmine,Defect,NA,Needs feedback,Normal,email notification isn't send to,nikhil singh,NA,2015-10-29T06:47:00Z,Email notifications,NA,NA,NA,NA,0,2015-10-06T18:12:00Z,NA,NA,NA,NA,email notification isn't send to
20987,Redmine,Defect,NA,Closed,Normal,"""h3(#my_anchor). My title"" does not work",Stefan Lindner,NA,2018-01-03T11:55:00Z,Text formatting,NA,NA,NA,NA,0,2015-10-14T10:01:00Z,2015-11-02T13:11:00Z,NA,NA,3.1.1,"The wiki for """" at http://www.redmine.org/projects/redmine/wiki/RedmineTextFormatting#Headings says:
<pre>
Redmine assigns an anchor to each of those headings thus you can link to them with ""#Heading"", ""#Subheading"" and so forth.
You can add another anchor to a title : h3(#my_anchor). My title
</pre>

But this leads to
<pre>
<h3 id=""my_anchor"">My title<a href=""#My_title"">...</a>
</pre>

and not to

<pre>
<h3>My title<a href=""#my_anchor"">...</a>
</pre>

It generates an id  property not a link anchor."
20988,Redmine,Defect,NA,Closed,Normal,% done field shown on issue show subtree even if deactivated for that tracker,Felix Sch?fer,Jean-Philippe Lang,2016-03-12T11:02:00Z,UI,3.2.1,NA,NA,NA,0,2015-10-14T12:16:00Z,2016-03-12T11:02:00Z,NA,Fixed,NA,"The issue subtasks, i.e. the list of subtasks shown below the description on a single issue view, will show the progress bar even in the %-done is deactivated for the tracker of that subtask."
20993,Redmine,Defect,NA,Closed,Low,auto-importing GPG signature file,Monty Cantsin,NA,2015-10-15T04:31:00Z,Email receiving,NA,NA,NA,NA,0,2015-10-15T01:31:00Z,2015-10-15T04:27:00Z,次のチケットと重複 #3413,Duplicate,NA,"When replying to a Redmine mail by e-mail, with a GPG signed mail, redmine automatically adds the attached signature file (siganture.asc) to the respective issue/task of the project.

For users using GPG signed e-mails by default, this ads a lot of unnecessary editing, - deleting of signature.asc files, - in Redmine.

Would be nice to have a filter within redmine that recognizes such files."
20994,Redmine,Defect,NA,Closed,High,You can not change the priority of the parent issue,n endo,NA,2017-12-11T17:36:00Z,Issues,NA,NA,NA,NA,0,2015-10-15T03:25:00Z,2015-10-15T20:20:00Z,次のチケットと重複 #20992,Duplicate,3.1.1,"We're using Redmine3.1
Priority setting it is in the ""Independent of subtasks.""

It is no longer automatically calculated from the subtasks, but it can not be changed manually.
it read-only.

Is this would be specifications? What bugs?"
21011,Redmine,Defect,NA,Closed,Normal,Watchers can not be deleted from a ticket,Thorsten H.,NA,2016-08-30T06:20:00Z,Issues,NA,NA,NA,NA,0,2015-10-17T01:05:00Z,2016-08-30T06:20:00Z,関連している #14325,Invalid,3.1.1,"Watchers can not be deleted from a ticket if Redmine 3.1.1 on Apache (mod_fcgi)/Passenger runs;
Over @/usr/bin/ruby bin/rails server webrick -e production@ watchers can be delete from a ticket
"
21013,Redmine,Defect,NA,Needs feedback,Normal,Links not formatted in documents,Kai B?se,NA,2015-11-02T15:38:00Z,Text formatting,NA,NA,NA,NA,0,2015-10-17T22:37:00Z,NA,NA,NA,3.1.1,"Using Documents, links with different display text get not formatted.

Text Used:
<pre>
**Technische Dokumentation**

1. Server und Enviroment
 * document#2
 * document#3
2. Extensions
 * ""Extension Builder"":https://docs.typo3.org/typo3cms/extensions/extension_builder

""Redmine web site"":http://www.redmine.org
</pre>

Please find attached screenshot.

Env Informarmation:
<pre>
Environment:
  Redmine version                3.1.1.stable
  Ruby version                   2.1.5-p273 (2014-11-13) [i386-linux-gnu]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>"
21023,Redmine,Defect,NA,Closed,Normal,Data inconsistency when inserting time entry after editing activities list (no check for enumerator present in database),Sergey Startsev,NA,2015-10-29T15:07:00Z,Issues,NA,NA,NA,NA,0,2015-10-19T13:59:00Z,2015-10-29T15:07:00Z,NA,Fixed,3.0.3,"steps:
open 2 browser windows (user and admin actions emulation):
window 1 (W1) - issue page
window 2 (W2) - enumerators administration page or project actions settings

# W1: open an issue page end press edit button to insert spent time
# W2: delete global action (in administration) or set project actions to default list
# W1: input and save workhours (choosing a deleted / reseted time entry action)
# W1: in time entries table the action cell of created report will be empty, but in DB there will be an ID of deleted action in action_id field"
21037,Redmine,Defect,NA,Closed,Normal,Issue show : bullet points not aligned if sub-task is in a different project,J?r?me BATAILLE,Jean-Philippe Lang,2016-05-07T12:48:00Z,UI,3.3.0,NA,NA,NA,0,2015-10-21T10:18:00Z,2016-05-07T08:47:00Z,NA,Fixed,NA,"The project name is before the hierarchy triangles thus shifting them.

To fix that, the project name can be put in the link which has the css with the triangle image :

<pre><code class=""ruby"">
            only_path = options[:only_path].nil? ? true : options[:only_path]
            # fix
            text = h(""(#{issue.project}) - "") + text if options[:project]

            # Smile specific options + :hours_by_day
            s = link_to(text, issue_path(issue, :only_path => only_path,
                        :hours_by_day => options[:hours_by_day],
                        :debug => options[:debug]
                       ),
                        :class => issue.css_classes, :title => title)
            s << h("": #{subject}"") if subject
            #s = h(""#{issue.project} - "") + s if options[:project]
</code></pre>"
21038,Redmine,Defect,NA,Closed,Normal,Internal error with the Knwledgebase plugin,Didier HONORE,NA,2015-10-21T14:10:00Z,NA,NA,NA,NA,NA,0,2015-10-21T14:05:00Z,2015-10-21T14:10:00Z,NA,Invalid,3.1.1,"I have installed the knowledgebase plugin and when I try to access the plugin I get :

Internal error

An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.

If you are the Redmine administrator, check your log files for details about the error.

in the log file, I see:


Started GET ""/projects/ovh-linux-server-ns344361-ip-94-23-250-eu/knowledgebase/articles"" for 77.158.75.212 at 2015-10-21 14:02:45 +0200
Processing by ArticlesController#index as HTML
  Parameters: {""project_id""=>""ovh-linux-server-ns344361-ip-94-23-250-eu""}
  Current user: dhonore (id=7)
Mysql2::Error: Table 'redmine_31.taggings' doesn't exist: SHOW FULL FIELDS FROM `taggings`
Completed 500 Internal Server Error in 12ms (ActiveRecord: 3.1ms)

ActiveRecord::StatementInvalid (Mysql2::Error: Table 'redmine_31.taggings' doesn't exist: SHOW FULL FIELDS FROM `taggings`):
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'


what can I do?

Thanks

Didier"
21056,Redmine,Defect,NA,Confirmed,Normal,Project specific TimeEntryActivity name not updating properly,Stephane Evr,NA,2017-07-10T23:11:00Z,Time tracking,NA,NA,NA,NA,0,2015-10-23T18:18:00Z,NA,関連している #20018,NA,3.2.2,"In Enumerations, create a new TimeEntryActivity with these settings:

!enum_01.PNG!

Go in a project / settings / Activities (time tracking) the activity is listed properly:

!enum_02.PNG!

Enable the activity, and save.

Then, in the Enumerations page, change the name of the activity and save.

!enum_04.PNG!


Now, go back to project / settings / Activities (time tracking):

!enum_03.PNG!

Expected: The name of the activity should be updated to the new name (Test B).

Note that I can force the update by clicking on the ""Reset"" button on the same page, but I then loose all of my other activities settings for the project..."
