#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
21583,Redmine,Patch,"",Closed,Normal,Use association instead of a manual JOIN in Project#rolled_up_trackers,Ond?ej Ezr,Jean-Philippe Lang,2016-01-16 09:22,Code cleanup/refactoring,3.3.0,"","","",0,2015-12-22 01:31,2016-01-16 09:22,"","","","It does not make sence to use custom join, where rails provided join will do."
21582,Redmine,Patch,"",Closed,Normal,Performance in User#roles_for_project,Ond?ej Ezr,Jean-Philippe Lang,2016-01-16 08:50,Performance,3.3.0,"","","",0,2015-12-22 00:33,2016-01-16 08:50,"","","","roles are duplicating a scope not an result, thus every hit produce a query, cached, but it is still not desired."
21581,Redmine,Defect,"",Closed,Normal,Statement invalid error on including default scope by patching a model.,Rupesh  J,"",2016-01-21 04:36,"","","","","",0,2015-12-21 20:14,2016-01-21 04:36,"","","","In plugin development, It is not possible to add the default scope by patching any models.

<pre><code class=""ruby"">
def self.included(base) # :nodoc:
        base.extend(ClassMethods)
        base.send(:include, InstanceMethods)

        base.class_eval do
           default_scope -> { includes(:table_name) }
....
</code></pre>

The tests fail with Statement Invalid.

<pre>
IssueNestedSetTest#test_move_a_root_to_child:
ActiveRecord::StatementInvalid: Mysql2::Error: Column 'id' in where clause is ambiguous:
 SELECT MAX(`issues`.`rgt`) FROM `issues` LEFT OUTER JOIN `egs` ON `egs`.`issue_id` = `issues`.`id`
 WHERE `issues`.`root_id` = 1372 AND `issues`.`parent_id` = 1372 AND (id < 1373)
</pre>

I guess, the following is the culprit, issue_nested_set.rb

<pre><code class=""ruby"">
      def target_lft
        scope_for_max_rgt = self.class.where(:root_id => root_id).where(:parent_id => parent_id)
        if id
          scope_for_max_rgt = scope_for_max_rgt.where(""id < ?"", id)
</code></pre>

Can you please look into this issue.

Happens in Redmine 3.0.3
Ruby 2.1
"
21580,Redmine,Defect,"",New,Normal,After changing a sub issue in the issue via right click and content menu the page is reload but no repositioned,Nils Grimm,"",2016-01-20 06:25,Issues,"","","","",0,2015-12-21 19:56,"","","",3.2.0,"If a change has been done via right click content menu in the issue sub task list the refresh will always scroll the webpage to the start.

On larger tickets the user has to scroll down again.
"
21579,Redmine,Defect,"",Closed,Normal,The cancel operation in the issue edit mode doesn't work,Nils Grimm,Jean-Philippe Lang,2017-03-03 18:21,Issues,3.4.0,"","","",0,2015-12-21 19:11,2017-03-03 18:21,éüÇÃÉ`ÉPÉbÉgÇ™èdï° #24756,Fixed,3.2.0,"Since the upgrade to the 3.2.0 the cancel operation in the edit mode of an issue is simply doing nothing.
You can click on it but the GUI doesn't react."
21563,Redmine,Defect,"",Closed,Normal,Change the sort order (move up/move to top) of custom fields does not work,Emanuel Reisinger,"",2015-12-18 14:24,Custom fields,"","","","",0,2015-12-18 13:11,2015-12-18 14:24,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #21535,Duplicate,3.2.0,"If any sort arrow is clicked the custom field edit page is opened.

Workaround: Update field position in table custom_fields of redmine database"
21559,Redmine,Defect,"",Closed,Normal,Issues visibility own but i see all issues,Hannes Sroeb,"",2016-03-01 14:42,Issues permissions,"","","","",0,2015-12-17 16:44,2015-12-21 16:13,"",Invalid,3.2.0,"hello,

in my permissions i have set the value of Issues visibility: Issues created by or assigned to the user.

But i'm log in as a user with this permission and i see all issues but if i click on a issue that im not the autor or the assigned user i get an error. in version 3.1.1 of redmine i dont have seen this issues in the overview of the issue table.
can we have a bug or a defect???"
21558,Redmine,Defect,"",Closed,Normal,The issue parent has in most caes to be deleted before assigning a new parent.,Nils Grimm,"",2016-02-12 04:19,Issues,"","","","",0,2015-12-17 13:56,2016-02-12 04:19,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #13654,Duplicate,3.2.0,"In most cases Redmine throws an error that the parent assignment can't be done.
In the Redmine logs no error messages are shown.

To get the reassigning working you have to:
# Delete the parent number in the child issue.
# Save the child issue.
# Enter the new parent value in the child issue.
# Save the child issue.

In some case its working on the fly, I couldn't determine the reason of the different behaviour so far."
21557,Redmine,Defect,"",Closed,Normal,Status Automatically changes back to new,JD  Hulley,"",2017-01-22 06:41,"","","","","",0,2015-12-17 13:41,2017-01-01 05:25,"",Cant reproduce,"","Hi All,

I have a ticket with a tracker of Adhoc task.

I can close the ticket but when I leave it for about a minute it automatically changes back to New.

Can anyone advise how I can fix this?

This only happens on some tickets."
21552,Redmine,Defect,"",New,Normal,Textile auto-link does not stop at a space character,Go MAEDA,"",2015-12-17 07:13,Text formatting,"","","","",0,2015-12-17 07:13,"","","",3.2.0,"Assume that Textile formatter is parsing the following text.

<pre>
URI that uses the https:// scheme
</pre>

Expected output is:

<pre>
<a class=""external"" href=""https:// scheme"">https://</a> scheme
</pre>

But actual output is:

<pre>
<a class=""external"" href=""https:// scheme"">https:// scheme</a>
</pre>

I think auto-link should not jumps over the space character."
21551,Redmine,Defect,"",Closed,Normal,Private note flag disappears in issue update conflict,Shaun Gilroy,Jean-Philippe Lang,2016-01-09 09:44,Issues,3.1.4,"","","",0,2015-12-17 02:01,2016-01-09 09:44,"",Fixed,"","We discovered a bug in our Redmine system. When you receive an issue edit conflict posting a private note to an issue, the flag making the note private gets lost. 

Comment from our user:
> Just an FYI. I wrote a comment and marked it ""private"". When I hit submit it came up with a dialog because it had been changed by another user from the time I started editing to the time I submitted. I said ""discard all changes but submit my note"" because I had no other changes. It did that. However, it lost the ""private"" status."
21550,Redmine,Patch,"",Needs feedback,Normal,New option in html redmine link parsing - attachments,Ond?ej Ezr,"",2016-01-15 07:58,"","","","","",0,2015-12-16 22:32,"","","","",Option for parsing to choose if attachment link should be download link or not.
21541,Redmine,Patch,"",Closed,Normal,Russian translation improvement,Serghei Zagorinyak,"",2016-01-31 03:39,Translations,3.3.0,"","","",0,2015-12-16 12:17,2016-01-31 03:39,"","","","In current translation for @label_last_week: ÑÅÑÄÑÉÑ|ÑuÑtÑ~ÑëÑë Ñ~ÑuÑtÑuÑ|Ñë'@ the word @ÑÅÑÄÑÉÑ|ÑuÑtÑ~ÑëÑë@ means 'last' as 'ultimate', not as 'one before'. E.g.: The last week of summer.

The right transltation should be @label_last_week: ÑÅÑÇÑÄÑäÑ|ÑpÑë Ñ~ÑuÑtÑuÑ|Ñë@ - week before now.

Same for @label_last_month@"
21540,Redmine,Defect,"",Closed,Normal,Chinese symbols in issues after upgrade to 3.2.0,Pavel Potcheptsov,"",2015-12-17 09:01,Issues,"","","","",0,2015-12-16 12:02,2015-12-17 01:54,"",Invalid,3.2.0,"When I go to any issue I see chinese symbols.
!redmine_chinese.png!
When I update the page in browser then it shows
<pre>
Milestones:
</pre>
But when I log out from redmine and login again and open same task I see chinese symbols again."
21535,Redmine,Defect,"",Closed,Normal,Moving a custom field value in the order switches in the edit view,Nils Grimm,Jean-Philippe Lang,2016-01-09 10:14,Custom fields,3.2.1,"","","",0,2015-12-15 23:35,2016-01-09 10:14,"éüÇÃÉ`ÉPÉbÉgÇ™èdï° #21563, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #22061",Fixed,3.2.0,"Since the upgrade from 3.1.2 to 3.2.0 the move buttons in the custom field view are switching on each click ins custom field edit view.

The position has been changed after returning to the custom field list."
