#,ƒvƒƒWƒFƒNƒg,ƒgƒ‰ƒbƒJ[,eƒ`ƒPƒbƒg,ƒXƒe[ƒ^ƒX,—Dæ“x,‘è–¼,ì¬Ò,’S“–Ò,XV“ú,ƒJƒeƒSƒŠ,‘ÎÛƒo[ƒWƒ‡ƒ“,ŠJn“ú,Šú“ú,—\’èH”,i’»—¦,ì¬“ú,I—¹“ú,ŠÖ˜A‚·‚éƒ`ƒPƒbƒg,Resolution,Affected version,à–¾
24970,Redmine,Defect,"",Closed,Normal,Net::LDAP::LdapError is deprecated,Pavel Rosick?,Jean-Philippe Lang,2017-07-08 18:36,LDAP,4.0.0,"","","",0,2017-02-01 12:12,2017-07-08 15:47,"",Fixed,"","reference
http://www.rubydoc.info/gems/net-ldap/Net/LDAP/LdapError
Deprecation warning: Net::LDAP::LdapError is no longer used

please use
*Net::LDAP::Error*
http://www.rubydoc.info/gems/net-ldap/Net/LDAP/Error

<pre>
class AuthSourceLdap < AuthSource
  NETWORK_EXCEPTIONS = [
    Net::LDAP::LdapError,
    Errno::ECONNABORTED, Errno::ECONNREFUSED, Errno::ECONNRESET,
    Errno::EHOSTDOWN, Errno::EHOSTUNREACH,
    SocketError
  ]
</pre>"
24959,Redmine,Defect,"",Closed,Normal,502 Proxy Error Occurred in Server.,Jay Modhera,"",2017-02-03 12:16,Issues,"","","","",0,2017-01-31 08:46,2017-01-31 09:01,"",Invalid,3.1.1,502 Proxy Error Occurred in Server.
24957,Redmine,Defect,"",New,Normal,demo.redmine.org: wrong spelling,Peter Mortensen,Jean-Philippe Lang,2017-02-02 09:13,Website (redmine.org),"","","","",0,2017-01-30 20:34,"","","","","On page http://demo.redmine.org/ ""demo for uses to test"" should probably be ""demo for users to test"".
"
24949,Redmine,Patch,"",Closed,Normal,Bulgarian translation for 3.2-stable,Toshi MARUYAMA,"",2017-01-28 20:10,Translations,3.2.6,"","","",0,2017-01-28 14:08,2017-01-28 20:10,"","","","From #24923.

<pre><code class=""diff"">
=== (+2,-3) config/locales/bg.yml ===
@@ -215,6 +215,7 @@
   error_invalid_csv_file_or_settings: „U„p„z„|„Œ„„ „~„u „u CSV „†„p„z„| „y„|„y „~„u „ƒ„Œ„€„„„r„u„„„ƒ„„„r„p „~„p „x„p„t„p„t„u„~„€„„„€ „„€-„t„€„|„…
   error_can_not_read_import_file: „C„‚„u„Š„{„p „„€ „r„‚„u„}„u „~„p „‰„u„„„u„~„u „~„p „y„}„„€„‚„„„y„‚„p„~„y„‘ „†„p„z„|
   error_attachment_extension_not_allowed: „U„p„z„|„€„r„u „€„„ „„„y„ %{extension} „~„u „ƒ„p „„€„x„r„€„|„u„~„y
+  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: „T„„€„„„‚„u„q„u„~„€„„„€ „r„‚„u„}„u „~„u „}„€„w„u „t„p „q„Œ„t„u „„‚„u„‡„r„Œ„‚„|„u„~„€ „~„p „x„p„t„p„‰„p, „{„€„‘„„„€ „‹„u „q„Œ„t„u „y„x„„„‚„y„„„p
 
   mail_subject_lost_password: ""„B„p„Š„p„„„p „„p„‚„€„|„p (%{value})""
   mail_body_lost_password: '„H„p „t„p „ƒ„}„u„~„y„„„u „„p„‚„€„|„p„„„p „ƒ„y, „y„x„„€„|„x„r„p„z„„„u „ƒ„|„u„t„~„y„‘ „|„y„~„{:'
@@ -1173,5 +1174,3 @@
   description_date_from: „B„Œ„r„u„t„u„„„u „~„p„‰„p„|„~„p „t„p„„„p
   description_date_to: „B„Œ„r„u„t„u„„„u „{„‚„p„z„~„p „t„p„„„p
   text_repository_identifier_info: '„P„€„x„r„€„|„u„~„y „ƒ„p „}„p„|„{„y „q„…„{„r„y (a-z), „ˆ„y„†„‚„y, „„„y„‚„u„„„p „y _.<br />„P„‚„€„}„‘„~„p „ƒ„|„u„t „ƒ„Œ„x„t„p„r„p„~„u„„„€ „}„… „~„u „u „r„Œ„x„}„€„w„~„p.'
-  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: Spent time cannot
-    be reassigned to an issue that is about to be deleted
</code></pre>"
24948,Redmine,Patch,"",Closed,Normal,Bulgarian translation for 3.3-stable,Toshi MARUYAMA,"",2017-01-28 14:28,Translations,3.3.3,"","","",0,2017-01-28 13:54,2017-01-28 14:28,"","","","From #24400.
<pre><code class=""diff"">
=== (+2,-3) config/locales/bg.yml ===
@@ -216,6 +216,7 @@
   error_attachment_extension_not_allowed: „U„p„z„|„€„r„u „€„„ „„„y„ %{extension} „~„u „ƒ„p „„€„x„r„€„|„u„~„y
   error_ldap_bind_credentials: „N„u„r„p„|„y„t„~„y LDAP „y„}„u/„„p„‚„€„|„p
   error_no_tracker_allowed_for_new_issue_in_project: „P„‚„€„u„{„„„Œ„„ „~„‘„}„p „„„‚„p„{„u„‚„y, „x„p „{„€„y„„„€ „t„p „ƒ„Œ„x„t„p„r„p„„„u „x„p„t„p„‰„y
+  error_no_projects_with_tracker_allowed_for_new_issue: „N„‘„}„p „„‚„€„u„{„„„y „ƒ „„„‚„p„{„u„‚„y „x„p „{„€„y„„„€ „}„€„w„u„„„u „t„p „ƒ„Œ„x„t„p„r„p„„„u „x„p„t„p„‰„y
 
   mail_subject_lost_password: ""„B„p„Š„p„„„p „„p„‚„€„|„p (%{value})""
   mail_body_lost_password: '„H„p „t„p „ƒ„}„u„~„y„„„u „„p„‚„€„|„p„„„p „ƒ„y, „y„x„„€„|„x„r„p„z„„„u „ƒ„|„u„t„~„y„‘ „|„y„~„{:'
@@ -1194,7 +1195,5 @@
   description_date_from: „B„Œ„r„u„t„u„„„u „~„p„‰„p„|„~„p „t„p„„„p
   description_date_to: „B„Œ„r„u„t„u„„„u „{„‚„p„z„~„p „t„p„„„p
   text_repository_identifier_info: '„P„€„x„r„€„|„u„~„y „ƒ„p „}„p„|„{„y „q„…„{„r„y (a-z), „ˆ„y„†„‚„y, „„„y„‚„u„„„p „y _.<br />„P„‚„€„}„‘„~„p „ƒ„|„u„t „ƒ„Œ„x„t„p„r„p„~„u„„„€ „}„… „~„u „u „r„Œ„x„}„€„w„~„p.'
-  error_no_projects_with_tracker_allowed_for_new_issue: There are no projects with trackers
-    for which you can create an issue
   error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: Spent time cannot
     be reassigned to an issue that is about to be deleted
</code></pre>"
24939,Redmine,Patch,"",New,Normal,Changing plugin loading order,Lucas Arnaud,"",2017-09-19 00:54,Plugin API,"","","","",0,2017-01-27 20:00,"",ŠÖ˜A‚µ‚Ä‚¢‚é #23131,"","","Hi,

I have one plugin that depends on another, and I needed to specify the order plugins are loaded so the classes and migrations are loaded in the proper order, but the dependent plugin is loaded first because of alphabetical order of their names.

I made this patch on lib/redmine/plugin.rb so I can determine plugins loading order by setting its priorities on a Hash in the file config/additional_environment.rb.

This sorting relies that plugin directory name is equals to its id.

Regards,"
24938,Redmine,Patch,"",Closed,Normal,Update tr.yml for general_first_day_of_week,ozgur yazilimas,"",2017-03-01 05:33,I18n,3.4.0,"","","",0,2017-01-27 12:15,2017-03-01 05:33,"","","","In Turkey, first day of week is not Sunday, it is Monday. Could you please change general_first_day_of_week value is to ""1"" for new release?"
24936,Redmine,Defect,"",Closed,Normal,Internal error,Abegail Benero,"",2017-01-27 05:04,"","","","","",0,2017-01-27 04:57,2017-01-27 05:04,"",Invalid,"","Hi, 

I installed Redmine 3.3.2 on Debian 8, I'm able to login as admin, but when I try to create (Register) another user this Internal Error appear.

""Internal error

An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.

If you are the Redmine administrator, check your log files for details about the error.""


Here is the tail of the log:

<pre>
Started GET ""/"" for 49.145.110.224 at 2017-01-25 07:06:18 +0000
Processing by WelcomeController#index as HTML
WARNING: Can't mass-assign protected attributes for AnonymousUser: login
	app/models/user.rb:750:in `anonymous'
	app/models/user.rb:742:in `current'
	app/controllers/application_controller.rb:93:in `user_setup'
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (8.6ms)
Completed 200 OK in 331ms (Views: 182.1ms | ActiveRecord: 29.3ms)
Started GET ""/"" for 49.145.110.224 at 2017-01-26 07:20:09 +0000
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (8.5ms)
Completed 200 OK in 288ms (Views: 190.3ms | ActiveRecord: 4.9ms)
Migrating to CreateEasySettings (20150705172511)
Migrating to CreateEntityAssignments (20160519161300)
DEPRECATION WARNING: `#timestamps` was called without specifying an option for `null`. In Rails 5, this behavior will change to `null: false`. You should manually specify `null: true` to prevent the behavior of your existing migrations from changing. (called from measure at /usr/local/rvm/rubies/ruby-2.3.3/lib/ruby/2.3.0/benchmark.rb:293)
Migrating to AddEasyBaselineForToProject (20150810233049)
Migrating to CreateEasyBaselineSources (20150812122322)
</pre>

Anyone can help?"
24935,Redmine,Defect,"",Closed,Normal,Gravatar icons in activity view are broken on r15858 and later,Go MAEDA,Jean-Philippe Lang,2017-01-27 09:00,Activity view,"","","","",0,2017-01-27 01:20,2017-01-27 08:40,ƒuƒƒbƒN‚µ‚Ä‚¢‚é #24927,Fixed,"","Bottom part of each icons is not displayed due to r15858.

!broken-gravatar-icon.png!"
24929,Redmine,Defect,"",Closed,Normal,How to upload the excle file by REST API,jibin lee,"",2017-01-26 16:21,"","","","","",0,2017-01-26 14:48,2017-01-26 16:21,"",Invalid,"","Hi:

I follow the REST API document to upload a excel file by VBA

When I run the post upload.xml and then login the redmine server to see that the file has existed, but it's name is bizarre.

Then I use the token to run issues.xml, It's failed.

My code is below:
<pre>
Private Sub uploadButton1_Click()
    
    respText = pvPostFile(""http://redmine.group.cn/redmine/uploads.xml?key=bb07446d032bba5505516cca7c115c89e7c5c25b"", ""d:\128393.csv"", ""application/octet-stream;"", False)
    ThisWorkbook.Sheets(1).Cells(10, 1) = respText
    MsgBox respText
    
End Sub

Private Function pvPostFile(sUrl As String, sFileName As String, sContextType As String, Optional ByVal bAsync As Boolean) As String
    Const STR_BOUNDARY  As String = ""3fbd04f5-b1ed-4060-99b9-fca7ff59c113""
    Dim nFile           As Integer
    Dim baBuffer()      As Byte
    Dim sPostData       As String

    '--- read file
    nFile = FreeFile
    Open sFileName For Binary Access Read As nFile
    If LOF(nFile) > 0 Then
        ReDim baBuffer(0 To LOF(nFile) - 1) As Byte
        Get nFile, , baBuffer
        sPostData = StrConv(baBuffer, vbUnicode)
    End If
    Close nFile


    '--- post
    With CreateObject(""Microsoft.XMLHTTP"")
        .Open ""POST"", sUrl, bAsync
        .setRequestHeader ""Content-Type"", sContextType 
        .send pvToByteArray(sPostData)
        If Not bAsync Then
            pvPostFile = .Status & .responseText
        End If
    End With
End Function

Private Function pvToByteArray(sText As String) As Byte()
    pvToByteArray = StrConv(sText, vbFromUnicode)
End Function


Private Sub issueButton_Click()
    
    respText = pvPostFile(""http://redmine.group.cn/redmine/issues.xml?key=bb07446d032bba5505516cca7c115c89e7c5c25b"", ""d:\issues.xml"", ""application/xml;"", False)

    ThisWorkbook.Sheets(1).Cells(11, 1) = respText

    MsgBox respText
End Sub
</pre>

d:\issues.xml content like below:
<pre><code class=""xml"">
<?xml version=""1.0"" encoding=""UTF-8""?>
<issue>
  <project_id>70711</project_id>
  <subject>Creating an issue with a uploaded file</subject>
  <uploads type=""array"">
    <upload>
      <token>80906.d90224c27d502787136ee83866dfc71e</token>
      <filename>128393.csv</filename>
      <description>128393.csv</description>
      <content_type>image/png</content_type>
    </upload>
  </uploads>
</issue>
</xml></pre>"
24928,Redmine,Defect,"",Closed,Low,Wrong text in log/delete.me,Ronny .,Jean-Philippe Lang,2017-03-19 08:52,Code cleanup/refactoring,3.4.0,"","","",0,2017-01-26 13:27,2017-01-26 19:47,"",Fixed,3.3.2,"The text was copied from upload directory.
Should be
default directory for log files
instead of
default directory for uploaded files

or even no such files, these files have no purpose in my eyes."
24925,Redmine,Defect,"",Closed,Normal,setting wiki page for a project version invalidates all version links,Pavel Kveton,"",2017-01-27 00:27,"","","","","",0,2017-01-26 08:11,2017-01-27 00:27,"",Invalid,3.3.1,"in the project settings (Settings->Versions), as per the attached screenshot:

in the first column (""Version""), you can click on the version (e.g. 3.1.0.p9, link https://myseerver/versions/186) and get the list of issues targeting this version).

When I open the version settings (""Edit"" in the last column) and fill in the ""Wiki page"", the link https://myseerver/versions/186 becomes invalid (see ""invalid page"" screenshot).

When I empty ""Wiki page"" for the version, the link becomes valid again.

I'm not sure where the link https://myseerver/versions/186 should point when the version wiki page is filled, I'd expect it still should show the list of the issues.

"
24924,Redmine,Defect,"",Closed,Normal,Redmine installation produces different results depending on the date installed,Angelo Bertolli,"",2017-01-27 06:45,Gems support,"","","","",0,2017-01-25 21:59,2017-01-26 03:02,"",Wont fix,3.3.1,"h2. The general problem

Redmine releases leave their dependencies open-ended, and assume that later versions of gems will always be backward compatible and can be installed with the release.

If you install Redmine on a system using the instructions on the site, you will get a different result depending on what version of a gem happens to be available at that time.

h2. A side effect, specific example of this being an issue

When the Gemfile specifies a version like '>= x.x.x' it will throw an error during installation if the newest version of a gem has changed dependencies.

e.g.

* When Redmine 3.3.1 was released it could be installed on RHEL 7 using Ruby 2.0
* At some point in time, nokogiri 1.7 was released that requires Ruby 2.1
* When attempting to run bundler to install Redmine on an identical system after this point will generate an error requiring Ruby 2.1

h2. Solution

The current/correct practice for maintaining a Gemfile should be to use '~> x.x.x' whenever possible.  This ensures both that (1) the version of the gem that was verified with a particular release is used, and (2) future gem versions do not cause unresolved dependency problems.

"
