#,ƒvƒƒWƒFƒNƒg,ƒgƒ‰ƒbƒJ[,eƒ`ƒPƒbƒg,ƒXƒe[ƒ^ƒX,—Dæ“x,‘è–¼,ì¬Ò,’S“–Ò,XV“ú,ƒJƒeƒSƒŠ,‘ÎÛƒo[ƒWƒ‡ƒ“,ŠJn“ú,Šú“ú,—\’èH”,i’»—¦,ì¬“ú,I—¹“ú,ŠÖ˜A‚·‚éƒ`ƒPƒbƒg,Resolution,Affected version,à–¾
25459,Redmine,Patch,"",Closed,Normal,Portuguese translation for 3.3-stable,Toshi MARUYAMA,"",2017-03-29 08:34,Translations,3.3.3,"","","",0,2017-03-29 06:42,2017-03-29 08:34,"","","","From #25204

<pre><code class=""diff"">
=== (+21,-25) config/locales/pt.yml ===
@@ -1177,30 +1177,26 @@
   label_default_values_for_new_users: Valores por defeito para novo utilizadores
   setting_sys_api_key: Chave da API
   setting_lost_password: Perdi a palavra-chave
-  mail_subject_security_notification: Security notification
-  mail_body_security_notification_change: ! '%{field} was changed.'
-  mail_body_security_notification_change_to: ! '%{field} was changed to %{value}.'
-  mail_body_security_notification_add: ! '%{field} %{value} was added.'
-  mail_body_security_notification_remove: ! '%{field} %{value} was removed.'
-  mail_body_security_notification_notify_enabled: Email address %{value} now receives
-    notifications.
-  mail_body_security_notification_notify_disabled: Email address %{value} no longer
-    receives notifications.
-  mail_body_settings_updated: ! 'The following settings were changed:'
-  field_remote_ip: IP address
-  label_wiki_page_new: New wiki page
-  label_relations: Relations
-  button_filter: Filter
-  mail_body_password_updated: Your password has been changed.
-  label_no_preview: No preview available
-  error_no_tracker_allowed_for_new_issue_in_project: The project doesn't have any trackers
-    for which you can create an issue
-  label_tracker_all: All trackers
-  label_new_project_issue_tab_enabled: Display the ""New issue"" tab
-  setting_new_item_menu_tab: Project menu tab for creating new objects
-  label_new_object_tab_enabled: Display the ""+"" drop-down
-  error_no_projects_with_tracker_allowed_for_new_issue: There are no projects with trackers
-    for which you can create an issue
+  mail_subject_security_notification: Notifica??o de seguran?a
+  mail_body_security_notification_change: ! '%{field} foi modificado.'
+  mail_body_security_notification_change_to: ! '%{field} foi modificado para %{value}.'
+  mail_body_security_notification_add: ! '%{field} %{value} foi adicionado.'
+  mail_body_security_notification_remove: ! '%{field} %{value} foi removido.'
+  mail_body_security_notification_notify_enabled: O email %{value} agora recebe notifica??es.
+  mail_body_security_notification_notify_disabled: O email %{value} j? n?o recebe notifica??es.
+  mail_body_settings_updated: ! 'As seguintes configura??es foram modificadas:'
+  field_remote_ip: Endere?o IP
+  label_wiki_page_new: Nova p?gina wiki
+  label_relations: Rela??es
+  button_filter: Filtro
+  mail_body_password_updated: A sua palavra-chave foi atualizada.
+  label_no_preview: Sem pr?-visualiza??o dispon?vel
+  error_no_tracker_allowed_for_new_issue_in_project: O projeto n?o possui nenhum tipo de tarefa para o qual voc? pode criar uma tarefa
+  label_tracker_all: Todos os tipos de tarefa
+  label_new_project_issue_tab_enabled: Apresentar a aba ""Nova tarefa""
+  setting_new_item_menu_tab: Aba de Projeto para criar novos objetos
+  label_new_object_tab_enabled: Apresentar a aba ""+""
+  error_no_projects_with_tracker_allowed_for_new_issue: N?o h? projetos com tipos de tarefa para os quais voc? pode criar uma tarefa
   field_textarea_font: Font used for text areas
   label_font_default: Default font
   label_font_monospace: Monospaced font
</code></pre>"
25458,Redmine,Patch,"",Closed,Normal,Portuguese translation for 3.2-stable,Toshi MARUYAMA,"",2017-03-29 08:36,Translations,3.2.6,"","","",0,2017-03-29 06:40,2017-03-29 08:36,"","","","From #25204

<pre><code class=""diff"">
=== (+9,-10) config/locales/pt.yml ===
@@ -1168,13 +1168,13 @@
   label_assigned_issues: Assigned issues
   label_field_format_enumeration: Key/value list
   label_f_hour_short: '%{value} h'
-  field_default_version: Default version
-  error_attachment_extension_not_allowed: Attachment extension %{extension} is not allowed
-  setting_attachment_extensions_allowed: Allowed extensions
-  setting_attachment_extensions_denied: Disallowed extensions
-  label_any_open_issues: any open issues
-  label_no_open_issues: no open issues
-  label_default_values_for_new_users: Default values for new users
+  field_default_version: Vers?o por defeito
+  error_attachment_extension_not_allowed: A extens?o %{extension} do ficheiro anexado n?o ? permitida
+  setting_attachment_extensions_allowed: Extens?es permitidas
+  setting_attachment_extensions_denied: Extens?es n?o permitidas
+  label_any_open_issues: Quaisquer tarefas abertas
+  label_no_open_issues: Sem tarefas abertas
+  label_default_values_for_new_users: Valores por defeito para novo utilizadores
   setting_sys_api_key: Chave da API
   setting_lost_password: Perdi a palavra-chave
   mail_subject_security_notification: Security notification
@@ -1211,8 +1211,7 @@
   setting_mail_handler_enable_regex_delimiters: Enable regular expressions
   error_move_of_child_not_possible: 'Subtask %{child} could not be moved to the new
     project: %{errors}'
-  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: Spent time cannot
-    be reassigned to an issue that is about to be deleted
+  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: O tempo gasto n?o pode ser alterado numa tarefa que ser? apagada
   setting_timelog_required_fields: Required fields for time logs
   label_attribute_of_object: '%{object_name}''s %{name}'
   label_user_mail_option_only_assigned: Only for things I watch or I am assigned to
</code></pre>"
25455,Redmine,Defect,"",Closed,Normal,Invalid test in 3.3-stable branch,Alisa M,"",2017-03-28 16:55,"","","","","",0,2017-03-28 15:55,2017-03-28 16:55,ŠÖ˜A‚µ‚Ä‚¢‚é #12909,Fixed,"","Branch 3.3-stable has a file test/ui/custom_fields_test_ui.rb which was removed from trunk in commit 16396 ""Removed invalid test, reorder links no longer exist.""
http://www.redmine.org/projects/redmine/repository/revisions/16396

http://www.redmine.org/projects/redmine/repository/show/branches/3.3-stable/test/ui
http://www.redmine.org/projects/redmine/repository/show/trunk/test/ui
"
25429,Redmine,Defect,"",Closed,Normal,Mail error,Vladimir Maklakov,"",2017-03-24 17:38,Email notifications,"","","","",0,2017-03-24 17:09,2017-03-24 17:38,"",Invalid,3.1.3,"Configured mail with SMTP authorization. When registering users, everything comes to them on the mail, when creating a new task and there are no emails - in the logs error
2017-03-24 18:51:16 SMTP data timeout (message abandoned) on connection from (deathstar.name) [176.9.110.4] F = <redmine@deathstar.name>
2017-03-24 18:55:45 SMTP data timeout (message abandoned) on connection from (localhost.localdomain) [176.9.110.4] F = <redmine@deathstar.name>

How to fix the problem?"
25416,Redmine,Defect,"",Closed,Normal,"""My account"" broken with MySQL 8.0 (keyword admin should be escaped)",Michael Medin,Jean-Philippe Lang,2017-06-25 14:08,Database,3.4.0,"","","",0,2017-03-23 12:46,2017-04-03 08:50,"",Fixed,3.3.2,"Clicking ""My account"" when using a mysql database gives the folowing error: 

<pre>
Completed 500 Internal Server Error in 383ms (ActiveRecord: 12.9ms)

ActionView::Template::Error (Mysql2::Error: You have an error in your SQL syntax; 
check the manual that corresponds to your MySQL server version for the right syntax to use near 
'admin = 1 AND id <> 4) LIMIT 1' at line 1: 
SELECT  1 AS one FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND (admin = 1 AND id <> 4) LIMIT 1):
    3: <p><%=l(:field_login)%>: <strong><%= link_to_user(@user, :format => :username) %></strong><br />
    4: <%=l(:field_created_on)%>: <%= format_time(@user.created_on) %></p>
    5:
    6: <% if @user.own_account_deletable? %>
    7:   <p><%= link_to(l(:button_delete_my_account), {:action => 'destroy'}, :class => 'icon icon-del') %></p>
    8: <% end %>
    9:
  app/models/user.rb:687:in `own_account_deletable?'
  app/views/my/_sidebar.html.erb:6:in `_app_views_my__sidebar_html_erb___2869233383891145181_70035919334040'
  app/views/my/account.html.erb:57:in `block in _app_views_my_account_html_erb___4301926150472292574_70036033743920'
  app/views/my/account.html.erb:56:in `_app_views_my_account_html_erb___4301926150472292574_70036033743920'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>


The fix is to add escapings `` for the admin keyword in the sql query like so:
<pre>
[extmcm@ux310tas001 ~]$ diff user.rb user_fixed.rb
114d113
<   validates_length_of :identity_url, maximum: 255
687c686
<       (!admin? || User.active.where(""admin = ? AND id <> ?"", true, id).exists?)
---
>       (!admin? || User.active.where(""`admin` = ? AND id <> ?"", true, id).exists?)
</pre>"
25411,Redmine,Defect,"",New,Normal,Custom fields - bulk edit - adding new values or selctions overwrites existing values or selections,Rolf Madsen,"",2017-03-23 09:52,Custom fields,"","","","",0,2017-03-23 09:52,"","","","","During backlog grooming I need to add new value of a custom field to a number of issues.

The problem is that existing values in a custom field are overwritten if I add a new value by using bulk edit.

That effectively makes bulk edit useless on lists with multiple selections or values.

Steps to reproduce:

# Click checkmarks of a number issues, with multiple values in a custom field, for bulk edit
# Right-click the checkbox of a random issue among the issues marked for bulk edit
# Click edit
# Click the custom field value to be added across the selected issues
# Click submit 
# Observe that only the newly selected value in the custom field is displayed as all earlier selected values have been overwritten

Suggested solution.

Bulk edit should:

# add new values without overwriting exisiting values
# make it possible to clear existing values on fields with multiple values/selections"
25408,Redmine,Defect,"",Closed,Normal,Gemfile Error,mahesh m,"",2017-03-23 03:37,"","","","","",0,2017-03-22 19:29,2017-03-23 03:37,"",Invalid,3.3.2,"When adding gemfile content plugin to 3.3.x-2 version, the error occurs and application was unavailable and Thin Redmine and thin redmine2 servers stopped automatically."
25402,Redmine,Patch,"",Closed,Normal,stop misusing distance_in_words,Greg T,"",2017-04-21 14:02,Translations,"","","","",0,2017-03-22 13:26,2017-04-21 13:40,ŠÖ˜A‚µ‚Ä‚¢‚é #25130,"","",When _x_hours_ and _x_days_ are *not* used for a reference to a past point in time relative to the present moment then datetime.distance_in_words must not be used as it's impossible to fix the Hungarian/Magyar language files that way.
25400,Redmine,Defect,"",Closed,Normal,Documentation for Rest API issue listing seems incorrect,Vincent C.,"",2017-03-29 06:30,Documentation,"","","","",0,2017-03-22 11:35,2017-03-29 06:30,"",Invalid,"","Hello !

On the documentation page for listing issues through the API, these lines were added 2 months ago :
> @issue_id@: get issue with the given id or multiple issues by id using ',' to separate id.

> GET /issues.xml?issue_id=1
> GET /issues.xml?issue_id=1,2

Source page :
https://www.redmine.org/projects/redmine/wiki/Rest_Issues#Listing-issues

History diff :
https://www.redmine.org/projects/redmine/wiki/Rest_Issues/diff?utf8=%E2%9C%93&version=56&version_from=55&commit=View+differences

After testing and looking at the roadmap, I can't find anything proving that ""listing issues by ID"" is working, or even implemented. (only reference to this functionnailty is Patch #10828, which has never been merged)

I could edit the wiki page directly, but I want to be sure before editing the page that :
* This functionnality really doesn't exist
* I didn't just failed to make it work


This is quite high priority IMO, since it's sitting at the top of the main API wiki page, and already has fooled 2 people at least (me, and the guy who asked me why it wasn't working when he was trying to get multiple issues by ID through the API)
"
25398,Redmine,Defect,"",Closed,Normal,CKEditor and image_clipboard_paste,Daniel Hunziker,"",2017-03-22 13:06,"","","","","",0,2017-03-22 08:40,2017-03-22 13:06,"",Invalid,"",Can the CKEditor plugin and the https://github.com/thorin/redmine_image_clipboard_paste be used in combination?
25397,Redmine,Patch,"",Closed,Normal,Russian translation update (r16388),Go MAEDA,"",2017-04-05 19:12,Translations,"","","","",0,2017-03-22 06:32,2017-04-05 19:12,ŠÖ˜A‚µ‚Ä‚¢‚é #25392,"","","From #25392, translated by  Ilya Potapov.

*  error_no_projects_with_tracker_allowed_for_new_issue
*  field_textarea_font
*  label_font_default
*  label_font_monospace
*  label_font_proportional
*  label_table_of_contents
*  setting_commit_logs_formatting
*  setting_mail_handler_enable_regex_delimiters
*  error_move_of_child_not_possible
*  setting_timelog_required_fields
*  label_attribute_of_object
*  label_user_mail_option_only_assigned
*  label_user_mail_option_only_owner
*  warning_fields_cleared_on_bulk_edit
*  field_updated_by
*  field_last_updated_by
*  field_full_width_layout
*  label_last_notes"
25392,Redmine,Patch,"",Closed,Normal,Change Russian translation for field_due_date and label_relation_new,Ilya Potapov,Jean-Philippe Lang,2017-04-03 15:33,Translations,3.4.0,"","","",0,2017-03-21 19:39,2017-04-03 15:33,"ŠÖ˜A‚µ‚Ä‚¢‚é #25397, ŠÖ˜A‚µ‚Ä‚¢‚é #25349","","","There is a mistranslation for these labels in redmine:

* field_due_date: „D„p„„„p „x„p„r„u„‚„Š„u„~„y„‘
** In russian it has the meaning of *actual* date of completeness, when all is done. Due date is like a deadline, so it should be translated as ""„R„‚„€„{ „x„p„r„u„‚„Š„u„~„y„‘""
* label_relation_new: „N„€„r„€„u „€„„„~„€„Š„u„~„y„u
** In russian it has the meaning of new relationship with somebody, or new point of view about something. So it should be translated as ""„N„€„r„p„‘ „ƒ„r„‘„x„"" to be consistent with label_relation_delete: ""„T„t„p„|„y„„„ „ƒ„r„‘„x„""

I've prepared a new ru.yml file based on current trunk (r16420) (unfortunately i'm not familiar with patches) - please find it in the attachments.

This file also contains ru translation for new labels which were not translated yet except one: ""error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted"":
* If one tell me when redmine shows this label i'll find an accurate translation for this.


It would be great to add this feature to version:3.4.0"
25371,Redmine,Defect,"",Closed,Normal,Git 2.9 compatibility,Tamara S,"",2017-03-25 04:38,SCM,3.2.6,"","","",0,2017-03-20 15:50,2017-03-25 04:38,"",Fixed,"","With git 2.9 I have some problems with redmine git tests.

Failure:
RepositoryGitTest#test_fetch_changesets_from_scratch [redmine/trunk/test/unit/repository_git_test.rb:139]:
Expected: 39
Actual: 38 

This patch heals it. "
25362,Redmine,Defect,"",New,Normal,Filter's sorting by last comment (last change),Viktor Kudlak,"",2017-03-18 21:38,Issues filter,"","","","",0,2017-03-18 21:38,"","","","","to configure and use redmine in CRM cases needed sorting by updated_at.
this case can be used to to work by round robin of selected tasks"
25355,Redmine,Defect,"",Closed,Normal,"Unable to edit tracker on issue with status ""new"" if not ""create an issue"" selected on profile",Marilyne Guillebaud,"",2017-04-15 07:40,Permissions and roles,"","","","",0,2017-03-17 10:13,2017-04-15 07:40,"",Invalid,3.3.0,"If an user haven't ""create an issue"" selected on his profile, he can't edit tracker on issue with ""new"" status. However ""All trackers"" is selected on ""modify issues"" column.
It should be able to modify the trackers on issues with the ""new"" status, even if he can't create them."
25354,Redmine,Defect,"",Closed,Normal,"Mail configuration and sent successfully, but can not receive mail",di yu,"",2017-03-21 16:49,"","","","","",0,2017-03-17 06:44,2017-03-21 16:49,"",Invalid,"","Redmine mail configuration successfully sent successfully, but but can not receive this email
redmine:3.3.1  MYSQL:5.7.17  RUBY:2.2.0
log:
with: No such file or directory - ""bzr"" --version
scm: error during get scm available: No such file or directory - ""bzr"" --version
SCM command failed, make sure that your SCM command (e.g. svn) is in PATH (C:/RailsInstaller/Ruby2.2.0/lib/ruby/gems/2.2.0/bin;D:\ImageMagick\ImageMagick-7.0.5-Q16;C:\Perl64\site\bin;C:\Perl64\bin;C:\Perl\site\bin;C:\Perl\bin;D:\ActivePerl\site\bin;D:\ActivePerl\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;D:\Program Files\MySQL\MySQL Server 5.5.20\bin;D:\Dev-C++\Dev-Cpp\MinGW64\bin;D:\dmake\dmake;C:\Program Files (x86)\HP\LoadRunner\strawberry-perl\perl\bin;D:\MySQL\mysql-5.5.54-winx64\bin;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files\Microsoft SQL Server\110\Tools\Binn\;C:\Program Files\MySQL\MySQL Utilities 1.6\;C:\Program Files\MySQL\MySQL Server 5.7\bin;D:\SVN\bin;C:\RailsInstaller\Git\cmd;C:\RailsInstaller\Ruby2.2.0\bin)
You can configure your scm commands in config/configuration.yml.
""bzr"" --version
with: No such file or directory - ""bzr"" --version
scm: error during get version string: No such file or directory - ""bzr"" --version
  Rendered settings/_repositories.html.erb (94.1ms)
  Rendered common/_tabs.html.erb (215.2ms)
  Rendered settings/edit.html.erb within layouts/admin (216.2ms)
  Rendered admin/_menu.html.erb (7.0ms)
  Rendered layouts/base.html.erb (14.0ms)
Completed 200 OK in 256ms (Views: 230.7ms | ActiveRecord: 15.0ms)
"
25349,Redmine,Patch,"",Closed,Normal,Russian translation (r16388),Kirill Bezrukov (RedmineUP),"",2017-04-05 19:14,Translations,"","","","",0,2017-03-16 13:20,2017-04-03 18:52,"ŠÖ˜A‚µ‚Ä‚¢‚é #25392, ƒRƒs[Œ³ #15953","","","<pre>
error_no_projects_with_tracker_allowed_for_new_issue: „N„u„„ „„‚„€„u„{„„„€„r „ƒ „„„‚„u„{„u„‚„p„}„y
    „t„|„‘ „{„€„„„€„‚„„‡ „}„€„w„~„€ „ƒ„€„x„t„p„„„ „x„p„t„p„‰„…
  field_textarea_font: „Y„‚„y„†„„ „t„|„‘ „„€„|„u„z „€„„y„ƒ„p„~„y„‘
  label_font_default: „Y„‚„y„†„„ „„€ „…„}„€„|„‰„p„~„y„
  label_font_monospace: „M„€„~„€„Š„y„‚„y„~„~„„z „Š„‚„y„†„„
  label_font_proportional: „P„‚„€„„€„‚„ˆ„y„€„~„p„|„„~„„z „Š„‚„y„†„„
  setting_timespan_format: „U„€„‚„}„p„„ „„‚„€„}„u„w„…„„„{„p „r„‚„u„}„u„~„y
  label_table_of_contents: „R„€„t„u„‚„w„p„~„y„u
  setting_commit_logs_formatting: „I„ƒ„„€„|„„x„€„r„p„„„ „†„€„‚„}„p„„„y„‚„€„r„p„~„y„u „r „y„x„}„u„~„u„~„y„‘„‡
  setting_mail_handler_enable_regex_delimiters: „I„ƒ„„€„|„„x„€„r„p„„„ „‚„u„s„…„|„‘„‚„~„„u „r„„‚„p„w„u„~„y„‘
  error_move_of_child_not_possible: '„P„€„t„x„p„t„p„‰„p %{child} „~„u „}„€„w„u„„ „q„„„„ „„u„‚„u„~„u„ƒ„u„~„p „r „~„€„r„„z 
    „„‚„€„u„{„„: %{errors}'
  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: „H„p„„„‚„p„‰„u„~„~„€„u „r„‚„u„}„‘ „~„u „}„€„w„u„„
    „q„„„„ „„u„‚„u„~„p„x„~„p„‰„u„~„€ „~„p „x„p„t„p„‰„…, „{„€„„„€„‚„p„‘ „q„…„t„u„„ „…„t„p„|„u„~„p
  setting_timelog_required_fields: „O„q„‘„x„p„„„u„|„„~„„u „„€„|„‘ „t„|„‘ „„„‚„…„t„€„x„p„„„‚„p„„
  label_attribute_of_object: '%{object_name} %{name}'
  label_user_mail_option_only_assigned: „S„€„|„„{„€ „t„|„‘ „€„q„Œ„u„{„„„€„r, „{„€„„„€„‚„„u „‘ „€„„„ƒ„|„u„w„y„r„p„ „y„|„y „{„€„„„€„‚„„u „~„p„x„~„p„‰„u„~„ „~„p „}„u„~„‘
  label_user_mail_option_only_owner: „S„€„|„„{„€ „t„|„‘ „€„q„Œ„u„{„„„€„r, „{„€„„„€„‚„„u „‘ „€„„„ƒ„|„u„w„y„r„p„ „y„|„y „r „{„€„„„€„‚„„‡ „‘ „‘„r„|„‘„„ƒ„ „r„|„p„t„u„|„„ˆ„u„}
  warning_fields_cleared_on_bulk_edit: „I„x„}„u„~„u„~„y„‘ „„‚„y„r„u„t„…„„ „{ „p„r„„„€„}„p„„„y„‰„u„ƒ„{„€„}„… „…„t„p„|„u„~„y„
???? „x„~„p„‰„u„~„y„z „y„x „€„t„~„€„s„€ „y„|„y „~„u„ƒ„{„€„|„„{„y„‡ „„€„|„u„z „~„p „r„„q„‚„p„~„~„„‡ „€„q„Œ„u„{„„„p„‡
  field_updated_by: „I„x„}„u„~„u„~„€
  field_last_updated_by: „P„€„ƒ„|„u„t„~„u„u „y„x„}„u„~„u„~„y„u
  field_full_width_layout: „P„€ „Š„y„‚„y„~„u
  label_last_notes: „P„€„ƒ„|„u„t„~„u„u „„‚„y„}„u„‰„p„~„y„u
</pre>"
