#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
28084,Redmine,Defect,"",Closed,Normal,Redmine in a sub-URI,Sebastian St?ubert,"",2018-01-26 16:20,"","","","","",0,2018-01-26 15:27,2018-01-26 16:20,"",Invalid,3.4.4,"Hi,

all the suggestions described here:
http://www.redmine.org/projects/redmine/wiki/HowTo_Install_Redmine_in_a_sub-URI
http://www.redmine.org/boards/2/topics/24043
http://www.redmine.org/boards/2/topics/2244

do not work!

Can one please provide a working solution for redmine & apache in a sub-URI?
What modifications are to do running the [[https://hub.docker.com/_/redmine/ redmine Docker Container]] (localhost:3000) and apache providing https://domain.tld/redmine ?

THX,
Sebastian

"
28080,Redmine,Defect,"",Closed,Normal,Delete inappropriate page: [[Api]],Go MAEDA,"",2018-01-26 09:28,Documentation,"","","","",0,2018-01-26 01:39,2018-01-26 09:28,"","","",The page [[Api]] is not a valid page and should be deleted.
28079,Redmine,Defect,"",Closed,Normal,The green tick is positioned after the label in the new member modals ,Marius BALTEANU,Go MAEDA,2018-04-09 01:33,UI,3.4.5,"","","",0,2018-01-26 00:50,2018-02-23 09:26,ä÷òAÇµÇƒÇ¢ÇÈ #27807,Fixed,"","This is a patch extracted from #27807 in order to fix it earlier (in a minor version)

The green tick is positioned after the label in the new member modals from: 
- admin (Users @->@ Edit user @->@ Projects @->@ Add Project)
- project setting (Project setting @->@ Membership @->@ New members)

I've attached:
- two screenshots with the issue
- a patch that fixes these issues.
"
28078,Redmine,Defect,"",New,Normal,"Workflows inconsistencies when removing ""add/edit issue"" permission to a role which already has a workflow defined",Stephane Evr,"",2018-01-25 18:14,"","","","","",0,2018-01-25 18:14,"","","","","I've tested this on a vanilla Redmine (3.4):


Steps to reproduce, as admin:

Setup:

- Set 2 new roles with add/edit issues permission. We have: Role A, Role B
- Set 1 new Tracker: Tracker A
- Set 3 new statuses: Status A, Status B, Status C

- Define a Workflow for Role A, Tracker A with the following: *All transitions are checked between Status A, Status B*. Transitions to and from Status C are NOT checked.
- Define a Workflow for Role B, Tracker A with the following: *All transitions are checked between Status A, Status B, Status C*.


Correct case:

- As an admin, or as a user with Role A AND Role B, go to the New issues form, and for tracker, choose ""Tracker A""

- In the ""Status"" dropdown, Status A, Status B and Status C are shown

Incorrect case:

- As an admin, remove the add/edit issues permission for Role B

- As an admin, or as a user with Role A AND Role B, go to the New issues form, and for tracker, choose ""Tracker A""

Observed:
- In the ""Status"" dropdown, *Status A, Status B and Status C are shown*

Expected:
- In the ""Status"" dropdown, *Status A and Status B are shown*


Reasons why this happens:
- When we uncheck the permission add/edit issues from a Role, the WorkflowRules are kept in base.
- In the method used to get the new statuses allowed, we don't filter out roles which are not allowed to add/edit issues, hence still reading the WorkflowRules above. 

See details below

Details: 

https://github.com/redmine/redmine/blob/e8bc1dbaa80dd714254da9c19e4ffaae4fbf9736/app/models/issue.rb#L988
https://github.com/redmine/redmine/blob/d105365e06eddfdd66406c56b5f45dba2fda6769/app/models/issue_status.rb#L66


Options to solve the problem:
- Delete the WorkflowRules associated with the role when add/edit issues permission is unchecked (maybe too destructive)
- Always filter (see links above) on roles for which the method @consider_workflow?@ returns true (seems the simplest)"
28069,Redmine,Defect,"",New,Normal,Queries 403 error if query author is not in the roles list,Stephane Evr,"",2018-01-25 10:44,"","","","","",0,2018-01-25 10:44,"","","","","How to reproduce (with vanilla redmine 3.4):

- Go to a project where you are a member with Role A
- create a query and save it. make it visible to Role B
- Save the query

Result:
- Error 403


In my opinion, a query should always be visible to its author, provided that he has sufficient rights to access the project.



How to fix it:
Here: https://github.com/redmine/redmine/blob/7fd04e1f8d36d78ee4f680d0a312c9eac2c65e90/app/models/query.rb#L339

In the case above, a simple check on @user == self.user@ should fix the problem
"
28062,Redmine,Defect,"",Closed,Low,"""Error 500"" when creating a new task for a specific sprint",Wesllen Queiroz,"",2018-01-24 14:02,Issues,"","","","",0,2018-01-23 19:30,2018-01-23 19:34,"",Invalid,3.2.5,"I am dropping into an *Internalerror 500* page when creating a new task, of type functionality for specific sprints. Apparently it is something related to the *Scrum plugin*, which is even in its latest stable version (0.18)."
28035,Redmine,Defect,"",Needs feedback,Normal,Order of versions is not correctly ordered,Robert Schneider,"",2018-02-02 09:15,"","","","","",0,2018-01-22 11:23,2018-01-24 18:57,"","","","I see this with version 3.4.2 and on redmine.org at different places:

* in project configuration
* in custom field 
* in Roadmap: completed versions in sidebar or when all gets shown
* in issue list filter for version custom field

Which kind of sorting is it currently? It is not the id and it doesn't seem to be the name."
28034,Redmine,Defect,"",New,Normal,Can assign closed/locked versions to custom field,Robert Schneider,"",2018-01-22 10:54,Custom fields,"","","","",0,2018-01-22 10:54,"","","",3.4.2,"Detected in version 3.4.2.

If I create a ticket with a tracker that has a custom field of type version (trying to realize ""Affected version"") I can assign all versions, regardless of their state. Now, I've got the same problem as it is described in #8572.

Project is a subproject. It has a list of versions that are not shared. The parent has also non-shared versions, which are correctly not listed.
 
As it seems the same problem exists on redmine.org in the @defect@ tracker as well."
28033,Redmine,Defect,"",New,Normal,"Unable to turn off ""For all projects"" flag of custom queries",Go MAEDA,"",2018-01-23 02:50,Issues,"","","","",0,2018-01-22 10:32,"","","","","The ""For all projects"" flag of custom queries cannot be disabled if once enabled.

Steps to reproduce:
# Create a query with ""For all projects"" flag enabled.
# Edit the newly created query.
# Uncheck ""For all projects"" checkbox and save the query.
# Edit the query again.
# ""For all projects"" checkbox is expected to be cleared, but it is actually checked."
28030,Redmine,Patch,"",Closed,Normal,Remove unused method,Dmitry Lisichkin,"",2018-01-21 15:39,Code cleanup/refactoring,"","","","",0,2018-01-21 14:52,2018-01-21 15:39,"","","",Method usage was removed there: #26627
28029,Redmine,Defect,"",New,Normal,"Rake tasks for fetching email don't support ""no_notification"" option",Go MAEDA,"",2018-01-21 08:33,Email receiving,"","","","",0,2018-01-21 08:33,"","","","","""--no-notification"" option to disable notifications to the created user has been added by #13341 (Redmine 2.3.0).

Although @rdm-mailhandler.rb@ supports the option, it seems that rake tasks for fetching emails such as @redmine:email:receive_imap@ don't support it. Please see source:tags/3.4.4/app/models/mail_handler.rb#L68. @extract_options_from_env@ method doesn't check @ENV['no_notification']@."
28028,Redmine,Patch,"",Closed,Normal,Remove unused method Mailer#mylogger,Go MAEDA,Go MAEDA,2018-02-11 07:40,Code cleanup/refactoring,4.0.0,"","","",0,2018-01-21 03:09,2018-02-11 07:40,"","","",@Mailer#mylogger@ was introduced in r3355 but the calling code has been deleted in r9528.
