#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
25989,Redmine,Defect,NA,Closed,Normal,Ticket #25959 reproduced,Vasili Korol,NA,2017-05-17T18:14:00Z,NA,NA,NA,NA,NA,0,2017-05-17T18:01:00Z,2017-05-17T18:14:00Z,NA,Invalid,NA,"I am unable to re-open the ticket #25959, so I am creating a new one to draw your attention to the fact that i was able to reproduce the problem described there. Previously it was closed as ""non-reproducible"". My version of Redmine is older than the ticket author's, but he claims that the problem is still actual in 3.3.1, if I understand correctly."
25996,Redmine,Defect,NA,Needs feedback,Normal,ActiveRecord::StatementInvalid,Jone Jone,NA,2017-05-18T09:01:00Z,Database,NA,NA,NA,NA,0,2017-05-18T08:40:00Z,NA,NA,NA,3.2.6,"I use nginx server.
log:
Completed 500 Internal Server Error in 51113ms (ActiveRecord: 51068.8ms)

ActiveRecord::StatementInvalid (Mysql2::Error: Lock wait timeout exceeded; try restarting transaction: UPDATE `issues` SET `issues`.`status_id` = 3, `issues`.`updated_on` = '2017-05-18 11:02:23', `issues`.`lock_version` = 2 WHERE `issues`.`id` = 21991 AND `issues`.`lock_version` = 1):
  app/models/issue.rb:182:in `create_or_update'
  app/controllers/issues_controller.rb:499:in `block in save_issue_with_child_records'
  app/controllers/issues_controller.rb:487:in `save_issue_with_child_records'
  app/controllers/issues_controller.rb:185:in `update'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'"
26002,Redmine,Defect,NA,Confirmed,Normal,Issues can be assigned to this role  - didnt work correctly,Maxim Kru?ina,NA,2017-06-21T18:30:00Z,Issues,NA,NA,NA,NA,0,2017-05-19T18:17:00Z,NA,NA,NA,3.3.1,"We have an API user and special role for this user.
This role have ""Issues can be assigned to this role"" box unchecked.
But when ticket is created by this API user, he's still listed in Assignee field of the ticket and the ticket can be aasigned to this user.
When ticket is created by someone else, it works OK."
26004,Redmine,Defect,NA,Needs feedback,Normal,Settings / Issue tracking: Can't move issue column between available and visible,Roderick Gadellaa,NA,2017-06-12T18:44:00Z,Issues list,NA,NA,NA,NA,0,2017-05-20T09:23:00Z,NA,NA,NA,3.3.3,"Under Settings / Issue tracking / Default columns displayed on the issue list (screenshot attached), I try to move a issue column from available to visible but it doesn't work.

When I open the dev console I see a javascript error:

<pre>
/redmine/settings:446 Uncaught ReferenceError: moveOptions is not defined
    at HTMLInputElement.onclick (/redmine/settings:446)
</pre>

Information:

<pre>
Environment:
  Redmine version                3.3.3.stable
  Ruby version                   2.1.5-p273 (2014-11-13) [arm-linux-gnueabihf]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.10
  Git                            2.1.4
  Filesystem                     
Redmine plugins:
  periodictask                   3.2.1
  redmine_checklists             3.1.5
  redmine_issue_badge            0.0.6
  redmine_issue_completion       0.0.2
  redmine_issue_templates        0.1.5
</pre>"
26010,Redmine,Defect,NA,Needs feedback,Normal,can't create Thread,Jone Jone,NA,2017-05-22T07:02:00Z,Issues,NA,NA,NA,NA,0,2017-05-22T05:04:00Z,NA,NA,NA,3.2.6,"there is the issue's log，if log is not enough,please let me method to debug it,thank you

ThreadError (can't create Thread: Resource temporarily unavailable):
  app/models/mailer.rb:458:in `deliver_mail'
  config/initializers/10-patches.rb:154:in `deliver'
  app/models/mailer.rb:98:in `block (2 levels) in deliver_issue_edit'
  app/models/issue.rb:952:in `each_notification'
  app/models/mailer.rb:97:in `block in deliver_issue_edit'
  app/models/journal.rb:90:in `block in each_notification'
  app/models/journal.rb:88:in `each'
  app/models/journal.rb:88:in `each_notification'
  app/models/mailer.rb:96:in `deliver_issue_edit'
  app/models/journal.rb:302:in `send_notification'
  app/models/journal.rb:67:in `save'
  app/models/issue.rb:1681:in `create_journal'
  app/models/issue.rb:182:in `create_or_update'
  app/controllers/issues_controller.rb:499:in `block in save_issue_with_child_records'
  app/controllers/issues_controller.rb:487:in `save_issue_with_child_records'
  app/controllers/issues_controller.rb:185:in `update'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'"
26011,Redmine,Defect,NA,Closed,Normal,html content,Cedric Gavage,NA,2017-05-22T14:40:00Z,Email receiving,NA,NA,NA,NA,0,2017-05-22T08:14:00Z,2017-05-22T14:40:00Z,NA,Invalid,3.3.1,"For incoming emails (receiving email), is it possible to disable the html stripping function ?"
26012,Redmine,Defect,NA,Closed,Normal,Integrating Redmine with Zimbra Mail Server,mujhahid karim,NA,2017-05-22T16:06:00Z,Email notifications,NA,NA,NA,NA,0,2017-05-22T08:48:00Z,2017-05-22T14:40:00Z,NA,Invalid,2.5.2,"Hi recently the department of IT, change de Zimbra configuration to not accept the connection with no have any level of authentication.

So my enviroument of Redmine not accept now to connect with the Zimbra Mail Server, the error is: An error occurred while sending mail (wrong argument (TrueClass)! (Expected kind of OpenSSL::SSL::SSLContext))

The configuration file is:

<pre><code class=""yaml"">
# default configuration options for all environments
default:
  # Outgoing emails configuration (see examples above)
  email_delivery:
    delivery_method: :smtp
    smtp_settings:
      address: webmail.mydomain
      port: 465
      domain: isutc.transcom.co.mz
      authentication: :plain
      enable_starttls_auto: false
      openssl_verify_mode: true
      ssl: true
      user_name: redmine@mydomain.mydomain
      password: mypassword
</code></pre>
"
26016,Redmine,Defect,NA,New,High,Redmine is slow to some users,Ren? Barbosa,NA,2017-05-22T18:25:00Z,Performance,NA,NA,NA,NA,0,2017-05-22T18:08:00Z,NA,関連している #19102,NA,3.3.0,"We updated our Redmine environment to the version 3.3.0 and some users are complaining about slowness in their activities. 

We found that just some users (the ones with 1000+ projects) are with this problem. Users with ~600- projects are not affected. 

I've attached 2 files at this issue, they're a Redmine debug log of an user with several projects (slow.log) and an user with few projects (slow.log). The difference is really notable."
26023,Redmine,Defect,NA,New,Normal,Category filter only shows categories of current project,Felix Sch?fer,NA,2017-06-03T10:18:00Z,Issues filter,Candidate for next major release,NA,NA,NA,0,2017-05-23T13:13:00Z,NA,"関連している #8192, 関連している #17761, 関連している #23198",NA,NA,"The category filter currently only shows the categories of the current project, this means the global query can not use categories, and projects with subprojects can not use the categories from the subproject as filters.

I will provide a patch shortly to solve this issue."
26029,Redmine,Defect,NA,Closed,Normal,Recovery Deleted Issue,mujhahid karim,NA,2017-05-24T16:59:00Z,Administration,NA,NA,NA,NA,0,2017-05-24T09:55:00Z,2017-05-24T16:59:00Z,NA,Invalid,2.5.2,"I have one issue that desappear from my database, I need to know who deleted this issue, can I know using some querys on the database?
"
26030,Redmine,Patch,NA,New,Normal,"Like issues and news comments, want to specify the display order of the forum's reply.",Minoru Maeda,NA,2017-05-25T08:57:00Z,Forums,NA,NA,NA,NA,0,2017-05-24T11:26:00Z,NA,"関連している #26033, 関連している #11120",NA,NA,"This patch also applies the setting order of comments in ""My account"" to the forum."
26034,Redmine,Defect,NA,New,High,Wiki PDF generated files displayed but not printable on Mac,glc glc,NA,2017-05-24T17:55:00Z,PDF export,NA,NA,NA,NA,0,2017-05-24T17:51:00Z,NA,NA,NA,3.3.3,"For any wiki page (even with only a small text content), when clicking on the PDF link in the footer of the current page, the PDF downloads and displays properly, but when sending to the printer, the print job hangs after a few seconds, contrary to any other PDF saved from the browser through other sites, which print properly.

It is sent to the printer but not printed, no error message.

Probably some wrong meta-data in the generated PDFs

Issue found in the official Redmine Docker image, with :

Redmine version                3.3.3.stable
Ruby version                   2.2.7-p470 (2017-03-28) [x86_64-linux]
Rails version                  4.2.7.1

Client side (error occurs in) :

MacOS Sierra 10.12.5
Google Chrome 58.0.3029.110 (64-bit)
Firefox 53.0.3 (64-bit)
Preview 9.0 (909.18)
Adobe Acrobat Pro 10.1.1.33

Printer : HP LaserJet Pro 400 M451dn 
No other printers available for further tests, but it seems to be related to the OS side rather than to the printer side

Printing the PDF generated pages *works however in Windows 7* (on the same Mac through VirtualBox with the same printer)."
26043,Redmine,Patch,NA,New,Normal,"When creating a new wiki page from a button, want to set the parent page automatically.",Minoru Maeda,NA,2017-06-23T18:55:00Z,Wiki,3.5.0,NA,NA,NA,0,2017-05-25T12:14:00Z,NA,NA,NA,NA,"This patch automatically sets the value on the form as the parent page of the new page, the page that clicked the ""New wiki page"" button.
However, it does not correspond to the creation of a new page in the ""+"" menu."
26051,Redmine,Defect,NA,Closed,High,Please correct the vulnerability of imagemagick(CVE-2017-9098),Sahya Norn,NA,2017-06-06T02:29:00Z,NA,NA,NA,NA,NA,0,2017-05-27T08:45:00Z,2017-06-06T02:29:00Z,NA,Wont fix,NA,"Please correct the vulnerability of imagemagick(CVE-2017-9098)

https://access.redhat.com/security/cve/cve-2017-9098"
26055,Redmine,Defect,NA,Closed,Normal,Three issues with Redmine::SyntaxHighlighting::CodeRay.language_supported?,Mischa The Evil,Jean-Philippe Lang,2017-06-09T06:53:00Z,Code cleanup/refactoring,3.2.7,NA,NA,NA,0,2017-05-28T15:40:00Z,2017-06-07T21:35:00Z,関連している #25634,Fixed,NA,"h2. Issues

While reviewing/researching #25634 (and in its extend, r16501 & r16502 for #25503), I noticed three issues with the implementation - both pre and post r16568:
# @Redmine::SyntaxHighlighting::CodeRay.language_supported?@ includes internal CodeRay scanners (@default@, @debug@, @raydebug@ & @scanner@)
# @Redmine::SyntaxHighlighting::CodeRay.language_supported?@ has multiple responsibilities:
## retrieval of the array of supported languages symbols from CodeRay library
### storing of a reference to the resulting array in a local variable
## checking if the passed @language@ argument is included in the array referenced by the local variable and return the result
# the array containing supported languages symbols is rebuild for every invocation of @Redmine::SyntaxHighlighting::CodeRay.language_supported?@, ie. for each and every pre-formatted, syntax-highlighted code block (this seems a uselessly CPU-intensive approach since the array's values won't change unless Redmine is restarted)

h2. Fixes/changes

I've applied the following four changes to solve each of the three issues:

* _change 1 (0001-Remove-internal-CodeRay-scanners.patch)_: remove the four internal CodeRay scanners by subtracting a hard-coded array containing the symbols of these scanners
** It does not seem to be possible to do this in a more dynamical way.
* _change 2 (0002-Pull-up-retrieve_supported_languages-private-class-m.patch)_: pull-up a new @Redmine::SyntaxHighlighting::CodeRay.retrieve_supported_languages@ private class method (that doesn't store the result)
* _change 3 (0003-Use-stored-ref.-to-array-holding-supported-languages.patch)_: use a stored reference to the resulting array ? retrieved by @Redmine::SyntaxHighlighting::CodeRay.retrieve_supported_languages@, holding the supported languages symbols ? via a constant[1]
** I think there are two ways of solving this: storing a reference to the resulting array 1) in a _memoized instance variable_ or 2) in a _constant_. After some benchmarking[1] I decided to go with the constant-storage approach as it seems a tiny bit faster than the memoized instance variable storage approach. Though, both approaches are ~360-400 times faster than the approaches where the array is rebuild on every invocation of @Redmine::SyntaxHighlighting::CodeRay.language_supported?@.
* _change 4 (0004-Tests-for-Redmine-SyntaxHighlighting-CodeRay.retriev.patch)_: add test-coverage for @Redmine::SyntaxHighlighting::CodeRay.retrieve_supported_languages@ and remove obsolete @ApplicationHelperTest#test_syntax_highlight_by_coderay_alias@ (there's no need to test through @textilizable@)

This patch serial, against current source:/trunk@16580, is produced using @git format-patch@, which makes the individual patches apply-able using ""@patch -p1 < 0001-...@"".

h2. Environment

<pre>
Environment:
  Redmine version                3.3.3.devel@r16580
  Ruby version                   2.3.3-p222 (2016-11-21) [x86_64-linux]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.8
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>

h2. Footnotes

fn1. I passed the following benchmark script to @rails runner -e production@: <pre><code class=""ruby"">
puts ""####################""
puts ""Using benchmark:""
puts ""####################""

puts

require 'benchmark'

Benchmark.bmbm do |x|
x.report("".language_supported_core_pre_25634?"")  { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core_pre_25634?('ruby') end }
x.report("".language_supported_core?"")            { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core?('ruby') end }
x.report("".language_supported_core_ext?"")        { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core_ext?('ruby') end }
x.report("".language_supported_core_ext_split?"")  { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core_ext_split?('ruby') end }
x.report("".language_supported_ivar_ext_split?"")  { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_ivar_ext_split?('ruby') end }
x.report("".language_supported_const_ext_split?"") { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_const_ext_split?('ruby') end }
end

puts

puts ""####################""
puts ""Using benchmark/ips:""
puts ""####################""

puts

require 'benchmark/ips'

Benchmark.ips do |x|
  # Configure the number of seconds used during
  # the warmup phase (default 2) and calculation phase (default 5)
  x.config(:time => 5, :warmup => 2)

  x.report("".language_supported_core_pre_25634?"")  { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core_pre_25634?('ruby') end }
  x.report("".language_supported_core?"")            { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core?('ruby') end }
  x.report("".language_supported_core_ext?"")        { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core_ext?('ruby') end }
  x.report("".language_supported_core_ext_split?"")  { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_core_ext_split?('ruby') end }
  x.report("".language_supported_ivar_ext_split?"")  { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_ivar_ext_split?('ruby') end }
  x.report("".language_supported_const_ext_split?"") { 100.times do Redmine::SyntaxHighlighting::CodeRay.language_supported_const_ext_split?('ruby') end }


  # Compare the iterations per second of the various reports
  x.compare!
end

</code></pre> on a modified ./lib/redmine/syntax_highlighting.rb file[2], which gave me the following results: <pre>
####################
Using benchmark:
####################

Rehearsal ------------------------------------------------------------------------
.language_supported_core_pre_25634?    0.010000   0.010000   0.020000 (  0.017590)
.language_supported_core?              0.010000   0.000000   0.010000 (  0.018621)
.language_supported_core_ext?          0.020000   0.010000   0.030000 (  0.018680)
.language_supported_core_ext_split?    0.010000   0.000000   0.010000 (  0.018822)
.language_supported_ivar_ext_split?    0.000000   0.000000   0.000000 (  0.000302)
.language_supported_const_ext_split?   0.000000   0.000000   0.000000 (  0.000069)
--------------------------------------------------------------- total: 0.070000sec

                                           user     system      total        real
.language_supported_core_pre_25634?    0.030000   0.000000   0.030000 (  0.025548)
.language_supported_core?              0.010000   0.000000   0.010000 (  0.018236)
.language_supported_core_ext?          0.020000   0.000000   0.020000 (  0.018472)
.language_supported_core_ext_split?    0.020000   0.000000   0.020000 (  0.018835)
.language_supported_ivar_ext_split?    0.000000   0.000000   0.000000 (  0.000068)
.language_supported_const_ext_split?   0.000000   0.000000   0.000000 (  0.000049)

####################
Using benchmark/ips:
####################

Warming up --------------------------------------
.language_supported_core_pre_25634?
                         5.000  i/100ms
.language_supported_core?
                         5.000  i/100ms
.language_supported_core_ext?
                         4.000  i/100ms
.language_supported_core_ext_split?
                         4.000  i/100ms
.language_supported_ivar_ext_split?
                         1.763k i/100ms
.language_supported_const_ext_split?
                         2.084k i/100ms
Calculating -------------------------------------
.language_supported_core_pre_25634?
                         53.819  (± 5.6%) i/s -    270.000  in   5.035559s
.language_supported_core?
                         53.027  (± 5.7%) i/s -    265.000  in   5.015003s
.language_supported_core_ext?
                         50.711  (± 5.9%) i/s -    256.000  in   5.071990s
.language_supported_core_ext_split?
                         49.493  (± 8.1%) i/s -    248.000  in   5.055206s
.language_supported_ivar_ext_split?
                         17.443k (±10.2%) i/s -     86.387k in   5.011711s
.language_supported_const_ext_split?
                         19.710k (±11.7%) i/s -     97.948k in   5.045098s

Comparison:
.language_supported_const_ext_split?:  19710.5 i/s
.language_supported_ivar_ext_split?:   17443.3 i/s - same-ish: difference falls within error
.language_supported_core_pre_25634?:      53.8 i/s - 366.23x  slower
.language_supported_core?:                53.0 i/s - 371.71x  slower
.language_supported_core_ext?:            50.7 i/s - 388.68x  slower
.language_supported_core_ext_split?:      49.5 i/s - 398.24x  slower

</pre>

fn2. including six different implementations looking like:
|_. Nr. |_. Method                                                                    |_. Description                                                                                  |_. Abbreviated implementation code |
| 1.    | @Redmine::SyntaxHighlighting::CodeRay.language_supported_core_pre_25634?@   | state of trunk, pre #25634                                                                     | {{collapse(View abbreviated implementation...)
<pre><code class=""ruby"">
      class << self
        ...

        def language_supported_core_pre_25634?(language)
          ::CodeRay::Scanners.list.include?(language.to_s.downcase.to_sym)
        rescue
          false
        end
      end
</code></pre>
}} |
| 2.    | @Redmine::SyntaxHighlighting::CodeRay.language_supported_core?@             | current state of trunk, post #25634                                                            | {{collapse(View abbreviated implementation...)
<pre><code class=""ruby"">
      class << self
        ...

        def language_supported_core?(language)
          supported_languages =
            ::CodeRay::Scanners.list +
            ::CodeRay::Scanners.plugin_hash.keys.map(&:to_sym)
          supported_languages.include?(language.to_s.downcase.to_sym)
        rescue
          false
        end
      end
</code></pre>
}} |
| 3.    | @Redmine::SyntaxHighlighting::CodeRay.language_supported_core_ext?@         | current state of trunk, post #25634, with _change 1_ applied                                   | {{collapse(View abbreviated implementation...)
<pre><code class=""ruby"">
      class << self
        ...

        def language_supported_core_ext?(language)
          supported_languages =
            ::CodeRay::Scanners.list +
            ::CodeRay::Scanners.plugin_hash.keys.map(&:to_sym) -
            %w(debug default raydebug scanner).map(&:to_sym)
          supported_languages.include?(language.to_s.downcase.to_sym)
        rescue
          false
        end
      end
</code></pre>
}} |
| 4.    | @Redmine::SyntaxHighlighting::CodeRay.language_supported_core_ext_split?@   | current state of trunk, post #25634, with _change 1 and 2_ applied                             | {{collapse(View abbreviated implementation...)
<pre><code class=""ruby"">
      def self.retrieve_supported_languages
        ::CodeRay::Scanners.list +
        # Add CodeRay scanner aliases
        ::CodeRay::Scanners.plugin_hash.keys.map(&:to_sym) -
        # Remove internal CodeRay scanners
        %w(debug default raydebug scanner).map(&:to_sym)
      end
      private_class_method :retrieve_supported_languages

      class << self
        ...

        def language_supported_core_ext_split?(language)
          supported_languages = retrieve_supported_languages
          supported_languages.include?(language.to_s.downcase.to_sym)
        rescue
          false
        end
      end
</code></pre>
}} |
| 5.    | @Redmine::SyntaxHighlighting::CodeRay.language_supported_ivar_ext_split?@   | current state of trunk, post #25634, with _change 1, 2 and 3 (memoized ivar variant)_ applied  | {{collapse(View abbreviated implementation...)
<pre><code class=""ruby"">
      def self.retrieve_supported_languages
        ::CodeRay::Scanners.list +
        # Add CodeRay scanner aliases
        ::CodeRay::Scanners.plugin_hash.keys.map(&:to_sym) -
        # Remove internal CodeRay scanners
        %w(debug default raydebug scanner).map(&:to_sym)
      end
      private_class_method :retrieve_supported_languages

      class << self
        ...

        def language_supported_ivar_ext_split?(language)
          @supported_languages ||= retrieve_supported_languages
          @supported_languages.include?(language.to_s.downcase.to_sym)
        rescue
          false
        end
</code></pre>
}} |
| 6.    | @Redmine::SyntaxHighlighting::CodeRay.language_supported_const_ext_split?@  | current state of trunk, post #25634, with _change 1, 2 and 3 (constant variant)_ applied       | {{collapse(View abbreviated implementation...)
<pre><code class=""ruby"">
      def self.retrieve_supported_languages
        ::CodeRay::Scanners.list +
        # Add CodeRay scanner aliases
        ::CodeRay::Scanners.plugin_hash.keys.map(&:to_sym) -
        # Remove internal CodeRay scanners
        %w(debug default raydebug scanner).map(&:to_sym)
      end
      private_class_method :retrieve_supported_languages

      SUPPORTED_LANGUAGES = retrieve_supported_languages

      class << self
        ...

        def language_supported_const_ext_split?(language)
          SUPPORTED_LANGUAGES.include?(language.to_s.downcase.to_sym)
        rescue
          false
        end
</code></pre>
}} |
"
26056,Redmine,Defect,NA,Closed,Normal,"Existing closed bug , can't re-open from Redmine!!",Pradeep Garg,NA,2017-06-19T13:42:00Z,Issues,NA,NA,NA,NA,0,2017-05-29T08:37:00Z,2017-06-19T13:42:00Z,NA,Invalid,3.1.3,"I found an issue in my project during testing , and it was fixed then verified/closed by me.
But same issue again observed in next build. So, want to re-open existing bug, but there were no option for re-open that issue.
And that status field was mandatory, without fill anything there, i will be able to update an issue.

Attached snapshot for detailed Information!!"
26057,Redmine,Defect,NA,Closed,Normal,Cannot add related issue in IE11,Marc de Kleijn,NA,2017-05-31T21:30:00Z,Issues,NA,NA,NA,NA,0,2017-05-29T11:24:00Z,2017-05-31T21:30:00Z,NA,Invalid,NA,I can't add a related issue to an existing issue in Internet Explorer 11. In Chrome it works fine. See enclosed screen print.
26058,Redmine,Defect,NA,Closed,Normal,Cannot create Plugin Tables in Development Environment,Bitaseme M,NA,2017-05-29T19:40:00Z,NA,NA,NA,NA,NA,0,2017-05-29T13:13:00Z,2017-05-29T15:44:00Z,NA,Invalid,NA,"Following the plugin tutorial [[Plugin_Tutorial]]

I tried creating a plugin and when I get to the step that creates the database table, all the console says is migrating. When I go look at the development database I do not see the plugin table.

I hope this can be fixed as it seems unusual that I cannot test my full redmine environment in development mode. I like development due to all the detailed logging I get in the console on every action."
26063,Redmine,Defect,NA,Closed,High,"Users can assign a user/group which is not a member of current project, or even a user that doesn't exist",Vincent C.,NA,2017-05-29T15:42:00Z,Issues,NA,NA,NA,NA,0,2017-05-29T14:55:00Z,2017-05-29T15:42:00Z,関連している #23921,Fixed,3.2.0,"Hello !

<pre>
Tested on Redmine 3.2.0
</pre>

_(I consider it as a bug, but it may be standard behaviour, which would be a really strange design decision)_

I discovered this after receiving a report that the group which was assigned on an issue couldn't see it. This was normal, because the group was not a member of the related project. But I don't know how the issue could have been assigned to this group since only project members are assignable (even after investigating, I still don't know how it could have happened).

So I uninstalled all plugins on my integration environment, to avoid any plugin-related strange behaviour which could cause that. Then tried to replace the currently assigned user/group ID directly in HTML page (with Chrome ""Inspect Element""), just to see if it was a client or server side problem. This led me to this bug report :

- When replacing with the ID of *another user/group from same project*, the issue is saved normally, and the issue is assigned to given group _(this is standard behaviour)_
- When replacing by the ID of *a user/group which is NOT a member of the project*, +it also works+ _(*this should not work*. Even though assigned user/group can't see the issue, it shouln't even be assignable in the first place)_
- When replacing by the ID of *a group which is un-assignable globally* _(= has only an un-assignable role)_, +it also works+
- When replacing by the ID of *a non-existing user/group*, +it also works+ _(when the issue is saved, the current assignee is just set to """" in web page, and the given ID is set in database)_

!https://redmine.org/attachments/download/18421/!

This doesn't seem to be the proper way it should be working.
It also allows user/group listing across the entire Redmine instance, which could be considered as a security threat.


PS : I can't test on a more recent version than 3.2.0 ATM, sorry for that. _(it takes 10 sec to reproduce, just inspect element with Chrome, set ID to ""9999999"" for currently selected option, and save issue)_"
26066,Redmine,Defect,NA,New,Normal,Selenium::WebDriver doesn't work with current version of Firefox,Pavel Rosick?,NA,2017-05-29T16:48:00Z,Gems support,NA,NA,NA,NA,0,2017-05-29T16:48:00Z,NA,NA,NA,NA,"selenium-webdriver version was locked in order to support outdated Ruby 1.9.3 #24092
could you allow selenium-webdriver 3.4.0 if Ruby 2.0+ is used? I'm getting this error because of it:

Selenium::WebDriver::Error::WebDriverError:
  unable to obtain stable firefox connection in 60 seconds (127.0.0.1:7055)

Firefox 53.0.3
(selenium-webdriver 3.4.0 solves the problem)

thanks

"
26067,Redmine,Defect,NA,Closed,Normal,Redmine service running but unable to access it on browser,Ashay Maheshwari,NA,2017-05-30T07:17:00Z,NA,NA,NA,NA,NA,0,2017-05-30T06:35:00Z,2017-05-30T07:17:00Z,NA,Invalid,NA,"Hello. I installed redmine on ubuntu 14.04 following the instructions given [[https://gist.github.com/wenzhixin/4650802f442d020cd332]].

I have a redmine service running - 
<pre>
someoe@machine:~$ sudo start -v redmine
redmine start/running, process 19402
</pre>

I am willing to run redmine behind nginx and I copied the contents in /usr/share/nginx/html here it is -
<pre>
someone@machine:~$ ls /usr/share/nginx/html/
50x.html  index.html  redmine  www
</pre>

Still I am not able to see redmine home page or management console.


"
26072,Redmine,Defect,NA,Closed,Normal,Set default assignee before validation,Felix Sch?fer,Jean-Philippe Lang,2017-06-07T21:34:00Z,Issues,3.2.7,NA,NA,NA,0,2017-05-30T17:52:00Z,2017-06-07T21:34:00Z,関連している #482,Fixed,3.3.3,"Currently the default assignee is set only after validations. This means that when the field is required the default assignee does not work.

The following patch changes setting the default assignee to before the validation:

<pre><code class=""diff"">
diff --git a/app/models/issue.rb b/app/models/issue.rb
index 7d411fc94..a5ebfbffa 100644
--- a/app/models/issue.rb
+++ b/app/models/issue.rb
@@ -105,8 +105,8 @@ class Issue < ActiveRecord::Base
     end
   }
 
+  before_validation :default_assign, on: :create
   before_validation :clear_disabled_fields
-  before_create :default_assign
   before_save :close_duplicates, :update_done_ratio_from_issue_status,
               :force_updated_on_change, :update_closed_on, :set_assigned_to_was
   after_save {|issue| issue.send :after_project_change if !issue.id_changed? && issue.project_id_changed?}
</code></pre>"
26075,Redmine,Defect,NA,Closed,Normal,Redmine 3.3.3 - stable - scrollbar missing in Chrome,Bintintan Andrei,NA,2017-05-31T14:55:00Z,UI,NA,NA,NA,NA,0,2017-05-31T13:04:00Z,2017-05-31T14:55:00Z,NA,Invalid,NA,"Hi, 

I've just upgraded to 3.3.3 and I have a very strange side-effect. 
The scrollbar is missin on some pages (wiki, issues) etc... it happens only in google chrome. In FF it looks right.
I use a different theme but with the original one is the same issue. 

Any ideas? See screenshots. 
<pre>
Environment:
  Redmine version                3.3.3.stable.16584
  Ruby version                   2.2.3-p173 (2015-08-18) [x86_64-li
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.9.3
  Git                            2.7.4
  Filesystem
Redmine plugins:
  redmine_agile                  1.4.3
  redmine_ckeditor               1.1.2
  redmine_impersonate            0.10.0
  redmine_lightbox2              0.3.2
  redmine_per_project_formatting 0.0.3
  wiki_issue_fields              0.5.1

</pre>

"
26078,Redmine,Defect,NA,Closed,Normal,List of issues per assignee doesn't match in profile,Juan Carlos Massanet,NA,2017-06-02T07:54:00Z,Issues filter,NA,NA,NA,NA,0,2017-05-31T16:37:00Z,2017-06-02T07:54:00Z,"関連している #3398, 関連している #13758, 次のチケットと重複 #25212",Duplicate,3.2.0,"Hello,

Regarding this feature: #8153
The amount of issues assigned to the user that can be found in his profile shows a different number than when we click the ""Assigned issues"" link. 
After some tests I figured out that the counter in the user profile is taking into account issues assigned to any group the user belongs to. However when we click in to the link ""Assigned issues"" we only see the issues that are assigned to the user.

Is there any whay to make this match?

Is there any way to see the list of issues to assigned to a particular user and the group his belogns to?

"
26079,Redmine,Defect,NA,Needs feedback,Normal,Impossible to add member to a project,Fabrice ROBIN,NA,2017-06-13T16:16:00Z,Project settings,NA,NA,NA,NA,0,2017-05-31T17:02:00Z,NA,NA,NA,3.3.3,"
no way to add members to 1 specific project.

Go to https://redmine.xxx.xxx/projects/advertising_as/settings/members
click on link https://redmine.xxx.xxx/projects/advertising_as/memberships/new to add members.

The popup is not displayed on Firefox (53.0.2).
It is displayed on Chrome.

This works on other projects. 
It seems to be due to the underscore in the identifier. 
It is the same with dashes in the project identifier.
"
26084,Redmine,Defect,NA,Needs feedback,Normal,In my Overview coloumn did n't show bugs count.,manikishore goli,NA,2017-06-15T09:58:00Z,NA,NA,NA,NA,NA,0,2017-06-01T14:58:00Z,NA,NA,NA,NA,"
In my redmine setup when i allocate a project to specific person then overview column shows all zeros(check first attachment). Please consider this  request is high priority."
